timestamp,station_id,location_type,vehicle_id,vehicle_type,arrival_time,charging_start_time,charging_end_time,waiting_time,battery_capacity_kWh,initial_soc,final_soc,energy_consumed_kWh,charging_power_kW,charging_duration,queue_length,station_load,electricity_price,renewable_energy_ratio,traffic_density,weather_condition,day_of_week,time_slot,charging_demand,assigned_charger_id,charging_priority,optimization_reward
1/1/2025 8:45,ST003,Urban,EV10035,Bus,1/1/2025 8:45,1/1/2025 8:58,1/1/2025 9:46,13,40,11.32556553,100,35.46977379,50,48.42590746,6,93.0867337,10.73,0.138550106,High,Clear,Wednesday,Peak,96.19877546,CH9,Low,-30.46084356
1/1/2025 9:00,ST009,Highway,EV10036,Car,1/1/2025 9:00,1/1/2025 9:12,1/1/2025 10:26,12,30,58.05952819,100,12.58214154,11,74.31107455,2,70.58356479,8.77,0.11168894,High,Rainy,Wednesday,Peak,71.76610363,CH3,High,-23.76604477
1/1/2025 9:15,ST019,Highway,EV10037,Car,1/1/2025 9:15,1/1/2025 9:20,1/1/2025 11:44,5,30,42.78613177,98.85401297,16.82036436,7,144.1745517,7,71.7265931,11.97,0.288682854,High,Cloudy,Wednesday,Peak,75.50131324,CH7,Low,-14.184833
1/1/2025 9:30,ST004,Urban,EV10038,Two-Wheeler,1/1/2025 9:30,1/1/2025 9:44,1/1/2025 12:28,14,30,37.39859416,100,18.78042175,7,164.1231878,7,100,9.13,0.211605426,High,Cloudy,Wednesday,Peak,102.7641296,CH6,Medium,-31.15183723
1/1/2025 9:45,ST014,Highway,EV10039,Two-Wheeler,1/1/2025 9:45,1/1/2025 9:58,1/1/2025 13:35,13,100,21.92984299,100,78.07015701,22,217.0456918,7,71.12495475,14.03,0.251575712,High,Clear,Wednesday,Peak,74.38952941,CH2,Low,-23.1777196
1/1/2025 10:00,ST013,Highway,EV10040,Car,1/1/2025 10:00,1/1/2025 10:13,1/1/2025 13:56,13,30,12.67426484,99.39670353,26.01673161,7,223.0005566,5,100,10.73,0.652734885,High,Clear,Wednesday,Peak,99.48445522,CH4,Low,-15.91795345
1/1/2025 10:15,ST018,Highway,EV10041,Car,1/1/2025 10:15,1/1/2025 10:24,1/1/2025 11:12,9,60,40.1220463,100,35.92677222,50,48.90268104,7,98.66316175,12.9,0.436482441,High,Cloudy,Wednesday,Peak,98.6073648,CH3,Medium,-19.13815911
1/1/2025 10:30,ST015,Urban,EV10042,Car,1/1/2025 10:30,1/1/2025 10:40,1/1/2025 18:12,10,100,46.85177784,99.604989,52.75321116,7,452.1703814,2,67.71966728,12.62,0.647287225,High,Cloudy,Wednesday,Peak,63.73089404,CH9,Low,-5.125316697
1/1/2025 10:45,ST002,Urban,EV10043,Car,1/1/2025 10:45,1/1/2025 10:53,1/1/2025 22:11,8,100,21.12882088,100,78.87117912,7,678.8342242,7,70.25395123,5.85,0.794655831,High,Clear,Wednesday,Peak,68.99665918,CH3,Medium,-1.711115303
1/1/2025 11:00,ST016,Highway,EV10044,Car,1/1/2025 11:00,1/1/2025 11:15,1/1/2025 11:34,15,30,39.59443694,93.36969819,16.13257837,50,19.35909405,2,55.31440748,10.58,0.569688804,Medium,Cloudy,Wednesday,Off-Peak,59.37795133,CH1,Low,-9.972217385
1/1/2025 11:15,ST013,Urban,EV10045,Bus,1/1/2025 11:15,1/1/2025 11:23,1/1/2025 15:32,8,60,22.68410869,98.95753214,45.76405407,11,249.6221131,4,37.56453749,6.18,0.659684121,Medium,Cloudy,Wednesday,Off-Peak,40.02498628,CH8,Medium,2.277616128
1/1/2025 11:30,ST014,Highway,EV10046,Car,1/1/2025 11:30,1/1/2025 11:42,1/1/2025 12:50,12,75,24.28560431,100,56.78579676,50,68.58732115,0,54.06327747,14.78,0.622402015,Medium,Clear,Wednesday,Off-Peak,52.29014135,CH5,Low,-4.14059503
1/1/2025 11:45,ST002,Urban,EV10047,Two-Wheeler,1/1/2025 11:45,1/1/2025 12:00,1/1/2025 17:50,15,100,59.64823981,100,40.35176019,7,350.0901003,1,33.26303641,6.66,0.486723643,Medium,Cloudy,Wednesday,Off-Peak,31.20797588,CH1,Low,-7.550898004
1/1/2025 12:00,ST019,Highway,EV10048,Two-Wheeler,1/1/2025 12:00,1/1/2025 12:17,1/1/2025 13:08,17,60,24.04815948,95.12708349,42.64735441,50,51.17682529,4,37.20268198,8.36,0.467871962,Medium,Rainy,Wednesday,Off-Peak,38.67116559,CH3,Low,-12.40437755
1/1/2025 12:15,ST017,Urban,EV10049,Car,1/1/2025 12:15,1/1/2025 12:21,1/1/2025 12:49,6,40,21.46973729,80.07597378,23.4424946,50,28.13099352,6,60.41385059,11.85,0.465046776,Medium,Clear,Wednesday,Off-Peak,64.52312244,CH10,Low,-7.131366846
1/1/2025 12:30,ST008,Highway,EV10050,Car,1/1/2025 12:30,1/1/2025 12:43,1/1/2025 15:57,13,40,14.137421,100,34.3450316,11,194.7198291,4,58.31659992,14.87,0.460166756,Medium,Rainy,Wednesday,Off-Peak,59.25790708,CH4,High,-12.85831729
1/1/2025 12:45,ST020,Urban,EV10051,Two-Wheeler,1/1/2025 12:45,1/1/2025 12:53,1/1/2025 13:23,8,30,58.49571989,95.75799695,11.17868312,22,30.48731759,5,36.10465603,6.34,0.405468786,Medium,Clear,Wednesday,Off-Peak,31.85824663,CH7,High,-5.556867628
1/1/2025 13:00,ST019,Highway,EV10052,Bus,1/1/2025 13:00,1/1/2025 13:11,1/1/2025 19:04,11,100,59.83184185,100,40.16815815,7,353.8561464,9,61.71243606,8.78,0.496433933,Medium,Clear,Wednesday,Off-Peak,58.76288935,CH6,Low,-12.94946922
1/1/2025 13:15,ST009,Highway,EV10053,Car,1/1/2025 13:15,1/1/2025 13:28,1/1/2025 15:18,13,30,57.70255136,100,12.68923459,7,110.4307344,4,56.70997397,5.47,0.507468993,Medium,Rainy,Wednesday,Off-Peak,51.93182139,CH5,Medium,-11.11792501
1/1/2025 13:30,ST011,Urban,EV10054,Car,1/1/2025 13:30,1/1/2025 13:30,1/1/2025 14:14,0,60,36.00817506,98.13706207,37.27733221,50,44.73279865,3,45.61607336,12.85,0.655744543,Medium,Cloudy,Wednesday,Off-Peak,48.66652004,CH10,High,9.049121612
1/1/2025 13:45,ST004,Urban,EV10055,Two-Wheeler,1/1/2025 13:45,1/1/2025 14:07,1/1/2025 16:45,22,75,59.02313625,97.88448843,29.14601413,11,158.9782589,9,52.12424766,14.04,0.539302187,Medium,Clear,Wednesday,Off-Peak,52.26414255,CH9,Medium,-20.74578393
1/1/2025 14:00,ST005,Highway,EV10056,Car,1/1/2025 14:00,1/1/2025 14:07,1/1/2025 16:54,7,40,53.11818544,100,18.75272583,7,167.4098781,4,59.26274245,12.69,0.426494391,Medium,Clear,Wednesday,Off-Peak,54.72135511,CH6,Medium,-8.057716756
1/1/2025 14:15,ST006,Highway,EV10057,Two-Wheeler,1/1/2025 14:15,1/1/2025 14:32,1/1/2025 21:01,17,100,27.37067041,98.80423629,71.43356588,11,389.6376321,7,39.27589984,6.29,0.451218336,Medium,Rainy,Wednesday,Off-Peak,35.79492678,CH5,High,-14.8186299
1/1/2025 14:30,ST017,Urban,EV10058,Two-Wheeler,1/1/2025 14:30,1/1/2025 14:41,1/1/2025 17:05,11,75,27.28336417,97.70251608,52.81436393,22,144.0391744,5,64.19331048,11.02,0.489539626,Medium,Rainy,Wednesday,Off-Peak,67.41121685,CH5,High,-11.6524733
1/1/2025 14:45,ST004,Urban,EV10059,Bus,1/1/2025 14:45,1/1/2025 15:00,1/1/2025 19:21,15,40,23.92951695,100,30.42819322,7,261.0672976,3,49.03270511,8.56,0.757686905,Medium,Clear,Wednesday,Off-Peak,45.32018909,CH2,High,-3.575933868
1/1/2025 15:00,ST018,Urban,EV10060,Bus,1/1/2025 15:00,1/1/2025 15:03,1/1/2025 17:48,3,40,49.97051995,98.30785934,19.33493576,7,165.7280208,5,39.70933048,8.77,0.40103801,Medium,Cloudy,Wednesday,Off-Peak,43.39234155,CH10,Low,-1.410725804
1/1/2025 15:15,ST011,Urban,EV10061,Two-Wheeler,1/1/2025 15:15,1/1/2025 15:34,1/1/2025 15:52,19,30,39.86390411,92.39889116,15.76049611,50,18.91259534,1,45.53568956,11.18,0.547565456,Medium,Rainy,Wednesday,Off-Peak,45.16103672,CH5,High,-12.18017424
1/1/2025 15:30,ST016,Highway,EV10062,Car,1/1/2025 15:30,1/1/2025 15:44,1/1/2025 21:05,14,60,36.60567426,99.03950682,37.46029953,7,321.0882817,3,44.91491498,6.05,0.694962082,Medium,Clear,Wednesday,Off-Peak,41.73775376,CH7,Medium,-3.634120522
1/1/2025 15:45,ST002,Urban,EV10063,Bus,1/1/2025 15:45,1/1/2025 15:59,1/1/2025 17:13,14,30,52.03549929,97.63736815,13.68056066,11,74.62123994,3,59.71581842,10.94,0.671640928,Medium,Clear,Wednesday,Off-Peak,62.60753081,CH5,Low,-7.293935855
1/1/2025 16:00,ST015,Highway,EV10064,Two-Wheeler,1/1/2025 16:00,1/1/2025 16:05,1/1/2025 16:34,5,40,37.8871133,99.9656675,24.83142168,50,29.79770602,1,39.51327717,8.63,0.658366897,Medium,Clear,Wednesday,Off-Peak,40.22106022,CH2,Low,6.348351461
1/1/2025 16:15,ST005,Urban,EV10065,Bus,1/1/2025 16:15,1/1/2025 16:24,1/1/2025 19:50,9,60,59.32576244,99.40005099,24.04457313,7,206.0963411,1,45.63429402,13.51,0.43515505,Medium,Rainy,Wednesday,Off-Peak,48.69294289,CH9,Low,-5.57220731
1/1/2025 16:30,ST014,Urban,EV10066,Car,1/1/2025 16:30,1/1/2025 16:40,1/1/2025 19:17,10,60,53.27535629,100,28.03478622,11,157.4563755,4,55.6868829,13.21,0.687382908,Medium,Cloudy,Wednesday,Off-Peak,56.03725022,CH6,Low,-2.51588933
1/1/2025 16:45,ST012,Urban,EV10067,Two-Wheeler,1/1/2025 16:45,1/1/2025 16:57,1/1/2025 17:28,12,40,23.99895468,90.52403177,26.61003083,50,31.932037,6,58.08741551,10.3,0.682892038,Medium,Clear,Wednesday,Off-Peak,60.76521053,CH2,Medium,-6.130721954
1/1/2025 17:00,ST018,Highway,EV10068,Two-Wheeler,1/1/2025 17:00,1/1/2025 17:10,1/1/2025 19:36,10,75,26.03210961,97.85940308,53.8704701,22,146.9194639,4,69.37658708,5.63,0.39698807,High,Rainy,Wednesday,Peak,67.60012553,CH3,Low,-13.96567532
1/1/2025 17:15,ST006,Urban,EV10069,Bus,1/1/2025 17:15,1/1/2025 17:22,1/1/2025 19:00,7,40,14.39340556,100,34.24263778,22,98.92065764,7,90.82554962,9.72,0.223552274,High,Clear,Wednesday,Peak,89.31423229,CH3,High,-21.9585417
1/1/2025 17:30,ST011,Highway,EV10070,Two-Wheeler,1/1/2025 17:30,1/1/2025 17:40,1/2/2025 1:17,10,75,28.96142925,100,53.27892806,7,457.1234959,6,99.67315107,6.4,0.338580194,High,Rainy,Wednesday,Peak,96.68942427,CH4,Medium,-22.77722441
1/1/2025 17:45,ST006,Urban,EV10071,Bus,1/1/2025 17:45,1/1/2025 18:02,1/2/2025 1:05,17,60,18.2132899,100,49.07202606,7,423.8843649,1,97.31464522,8.16,0.276492003,High,Clear,Wednesday,Peak,99.14446585,CH8,Low,-28.66816896
1/1/2025 18:00,ST007,Highway,EV10072,Bus,1/1/2025 18:00,1/1/2025 18:18,1/1/2025 23:18,18,60,41.20507721,99.61269254,35.0445692,7,300.3820217,5,74.28850781,14,0.215167366,High,Cloudy,Wednesday,Peak,74.72403642,CH4,Low,-28.90268057
1/1/2025 18:15,ST001,Urban,EV10073,Bus,1/1/2025 18:15,1/1/2025 18:33,1/1/2025 21:59,18,60,37.14246553,100,37.71452068,11,206.5415393,6,79.39622459,6.39,0.338207557,High,Cloudy,Wednesday,Peak,80.59695215,CH5,Low,-26.73301821
1/1/2025 18:30,ST009,Highway,EV10074,Two-Wheeler,1/1/2025 18:30,1/1/2025 18:44,1/1/2025 23:02,14,75,59.8846308,100,30.0865269,7,258.2947907,1,90.7578517,5.34,0.270966905,High,Rainy,Wednesday,Peak,93.38243856,CH7,High,-24.52256318
1/1/2025 18:45,ST018,Highway,EV10075,Car,1/1/2025 18:45,1/1/2025 18:50,1/1/2025 21:47,5,60,47.73176459,100,31.36094124,11,177.4945543,3,68.99669709,7.29,0.316675771,High,Clear,Wednesday,Peak,71.19706246,CH5,Low,-10.7990663
1/1/2025 19:00,ST019,Highway,EV10076,Car,1/1/2025 19:00,1/1/2025 19:16,1/1/2025 21:11,16,75,45.80895374,100,40.6432847,22,115.8883367,1,97.33802245,10.83,0.220255425,High,Clear,Wednesday,Peak,96.95808049,CH10,Medium,-29.35994174
1/1/2025 19:15,ST012,Highway,EV10077,Bus,1/1/2025 19:15,1/1/2025 19:22,1/2/2025 2:29,7,60,17.66757016,100,49.39945791,7,427.7631701,2,85.71851621,6.02,0.375625157,High,Rainy,Wednesday,Peak,88.61936258,CH9,Low,-13.87494854
1/1/2025 19:30,ST013,Urban,EV10078,Bus,1/1/2025 19:30,1/1/2025 19:36,1/1/2025 22:39,6,30,31.20653357,100,20.63803993,7,183.406731,3,70.45283518,13.37,0.199643924,High,Clear,Wednesday,Peak,68.56727782,CH7,Low,-15.60124932
1/1/2025 19:45,ST017,Urban,EV10079,Bus,1/1/2025 19:45,1/1/2025 19:52,1/2/2025 1:09,7,60,39.56377179,100,36.26173693,7,317.8007101,2,70.22319234,12.88,0.28111646,High,Cloudy,Wednesday,Peak,66.36586534,CH2,High,-13.61114468
1/1/2025 20:00,ST011,Highway,EV10080,Two-Wheeler,1/1/2025 20:00,1/1/2025 20:15,1/1/2025 21:26,15,40,33.28500612,98.86623114,26.23249001,22,71.54315457,3,71.98419292,9.52,0.142257106,High,Clear,Wednesday,Peak,68.74806278,CH5,High,-26.6291254
1/1/2025 20:15,ST010,Highway,EV10081,Bus,1/1/2025 20:15,1/1/2025 20:33,1/1/2025 21:40,18,75,30.94627248,100,51.79029564,50,67.3424855,2,73.10348691,7.2,0.163804235,High,Cloudy,Wednesday,Peak,73.25522373,CH5,High,-28.70657032
1/1/2025 20:30,ST005,Urban,EV10082,Bus,1/1/2025 20:30,1/1/2025 20:39,1/1/2025 21:43,9,75,30.73120619,100,51.95159536,50,64.48915566,0,71.98383647,8.1,0.219195435,High,Rainy,Wednesday,Peak,71.25172552,CH7,High,-16.82090426
1/1/2025 20:45,ST006,Highway,EV10083,Bus,1/1/2025 20:45,1/1/2025 20:55,1/2/2025 1:05,10,60,27.46934995,100,43.51839003,11,250.2226707,1,63.62834558,12.76,0.23598665,High,Rainy,Wednesday,Peak,63.87224827,CH1,Medium,-16.1460696
1/1/2025 21:00,ST010,Urban,EV10084,Bus,1/1/2025 21:00,1/1/2025 21:00,1/2/2025 3:56,0,60,17.7620123,98.79382215,48.61908591,7,416.7350221,3,93.12984883,7.72,0.369229123,High,Rainy,Wednesday,Peak,93.3956335,CH10,High,-9.049096078
1/1/2025 21:15,ST011,Highway,EV10085,Bus,1/1/2025 21:15,1/1/2025 21:23,1/1/2025 22:01,8,30,11.26931778,100,26.61920467,50,38.05406233,0,70.15554256,6.96,0.251652364,High,Cloudy,Wednesday,Peak,71.10603236,CH4,High,-14.4815376
1/1/2025 21:30,ST016,Urban,EV10086,Two-Wheeler,1/1/2025 21:30,1/1/2025 21:44,1/1/2025 23:08,14,60,42.63730539,94.25344182,30.96968185,22,84.46276869,7,100,11.03,0.342055045,High,Clear,Wednesday,Peak,104.6264932,CH5,High,-27.23834866
1/1/2025 21:45,ST020,Highway,EV10087,Car,1/1/2025 21:45,1/1/2025 21:58,1/2/2025 3:53,13,75,43.40425683,98.6830152,41.45906878,7,355.3634467,2,65.4770006,11.33,0.320771384,High,Clear,Wednesday,Peak,68.95828155,CH5,Low,-17.4722586
1/1/2025 22:00,ST007,Urban,EV10088,Car,1/1/2025 22:00,1/1/2025 22:16,1/1/2025 22:38,16,30,50.87217809,100,14.73834657,50,22.47728502,8,25.26118424,5.34,0.349196352,Low,Clear,Wednesday,Off-Peak,23.71310569,CH4,Medium,-14.57634629
1/1/2025 22:15,ST020,Urban,EV10089,Bus,1/1/2025 22:15,1/1/2025 22:22,1/1/2025 22:44,7,30,31.80632646,95.06899545,18.9788007,50,22.77456084,5,26.3155324,14.85,0.241319636,Low,Cloudy,Wednesday,Off-Peak,23.13660379,CH10,Low,-7.523517406
1/1/2025 22:30,ST013,Highway,EV10090,Bus,1/1/2025 22:30,1/1/2025 22:51,1/2/2025 1:18,21,30,37.08171073,94.58665844,17.25148431,7,147.8698655,0,22.90108336,9.22,0.139682863,Low,Clear,Wednesday,Off-Peak,26.90680637,CH3,High,-21.38973077
1/1/2025 22:45,ST001,Urban,EV10091,Bus,1/1/2025 22:45,1/1/2025 22:52,1/2/2025 0:15,7,40,23.61536633,100,30.55385347,22,83.93192741,8,34.30108857,9.98,0.12015262,Low,Clear,Wednesday,Off-Peak,33.35356945,CH3,High,-14.25563911
