Date,Close,High,Low,Open,Volume
6/14/2000,3.688188076,3.71149416,3.629922867,3.635749032,5578400
6/15/2000,3.571657896,3.682361445,3.507565806,3.682361445,6023200
6/16/2000,3.472607613,3.554178932,3.449301521,3.548352765,8535200
6/19/2000,3.408514738,3.565830431,3.36772874,3.530871309,5864000
6/20/2000,3.326945066,3.402689512,3.280332881,3.402689512,8980000
6/21/2000,3.315290689,3.361902856,3.28615773,3.303637648,5191200
6/22/2000,3.280330896,3.303636975,3.245371779,3.2978101,4257600
6/23/2000,3.455129147,3.490088291,3.29781264,3.30363952,7271200
6/26/2000,3.635750532,3.728974905,3.519220066,3.54252616,11592000
6/27/2000,3.723146439,3.752278681,3.670707406,3.734799478,7790400
6/28/2000,3.644489288,3.822197826,3.612443067,3.734800365,8188000
6/29/2000,3.682361841,3.938728805,3.525046106,3.635749666,8083200
6/30/2000,3.711494684,3.721690386,3.583311207,3.694014763,10526400
7/3/2000,3.822198629,3.833851674,3.711495061,3.822198629,7405600
7/5/2000,3.752279282,3.816371364,3.723147034,3.769759199,3610400
7/6/2000,3.775588512,3.833853767,3.705670207,3.775588512,3177600
7/7/2000,3.921249866,3.962035167,3.775586453,3.816372465,5385600
7/10/2000,3.886291027,3.9562093,3.857158058,3.944556255,4084000
7/11/2000,4.014476299,4.066914672,3.85715976,3.915425013,5830400
7/12/2000,3.956209183,4.031953621,3.938729259,4.014474408,4732800
7/13/2000,4.096046448,4.160137852,3.967862929,3.979515976,8097600
7/14/2000,4.090220451,4.13683265,3.991169884,4.119353431,8752800
7/17/2000,4.215488911,4.235881737,4.055259204,4.113524423,7823200
7/18/2000,4.189271927,4.230057247,4.026129223,4.206751147,5310400
7/19/2000,4.107699394,4.189270723,4.0843933,4.165964629,3758400
7/20/2000,4.160139084,4.189272066,4.107700712,4.119353762,3669600
7/21/2000,4.16596365,4.18344286,4.125177639,4.16596365,5488800
7/24/2000,4.282491207,4.340756389,4.171787006,4.189266916,8527200
7/25/2000,4.323278904,4.369891075,4.206748475,4.334931947,5234400
7/26/2000,4.38737011,4.451461477,4.270839704,4.311624991,11223200
7/27/2000,4.288320065,4.410677379,4.195095715,4.393197457,6685600
7/28/2000,4.113523483,4.288319099,4.037779072,4.282492934,4375200
7/31/2000,4.078564644,4.14265673,3.996993351,4.096044562,5032800
8/1/2000,4.148481369,4.230052632,4.078563144,4.078563144,3436800
8/2/2000,4.253363132,4.276669232,4.113526536,4.154312566,4024000
8/3/2000,4.288320065,4.334932239,4.148483541,4.148483541,7808800
8/4/2000,4.288320065,4.294146942,4.136830497,4.218401803,8060000
8/7/2000,4.265012741,4.311624902,4.235880496,4.305798738,8128800
8/8/2000,4.474767685,4.474767685,4.288319031,4.288319031,8260800
8/9/2000,4.474767685,4.521379848,4.410676316,4.521379848,6028000
8/10/2000,4.352413654,4.509729442,4.352413654,4.474770299,7611200
8/11/2000,4.369891167,4.474768555,4.340758915,4.364065001,5355200
8/14/2000,4.433983326,4.463115579,4.34075898,4.346585146,6420800
8/15/2000,4.364061832,4.416500133,4.276663717,4.410673971,4439200
8/16/2000,4.404849052,4.457288087,4.364063769,4.364063769,6120800
8/17/2000,4.428156853,4.468942864,4.369891631,4.381544675,5544000
8/18/2000,4.445635796,4.451461961,4.369890668,4.451461961,3664800
8/21/2000,4.369891167,4.445636303,4.241707692,4.445636303,5720000
8/22/2000,3.927074194,4.183441055,3.862982834,4.183441055,20796000
8/23/2000,3.752279282,3.857156653,3.746453117,3.83385057,19686400
8/24/2000,3.845504045,4.008646641,3.752279705,3.752279705,12156800
8/25/2000,3.962034464,3.991167426,3.868810124,3.868810124,6500800
8/28/2000,3.798891544,3.932901878,3.775585461,3.91542196,10172000
8/29/2000,3.915422678,3.98534094,3.804719119,3.822198329,10532000
8/30/2000,3.862983942,3.921249154,3.798891853,3.915422278,5400000
8/31/2000,3.689644098,3.816370907,3.688187468,3.816370907,11944800
9/1/2000,3.810544968,3.857157139,3.758106631,3.763932797,7378400
9/5/2000,3.886291027,3.909597118,3.810545876,3.810545876,4739200
9/6/2000,3.728975773,3.880465414,3.682363576,3.880465414,7449600
9/7/2000,3.600790977,3.71732143,3.493000665,3.71732143,20890400
9/8/2000,3.647401333,3.763931727,3.554177018,3.554177018,14437600
9/11/2000,3.41434288,3.728975159,3.37355757,3.647403828,23844800
9/12/2000,3.707125187,3.781413709,3.635750282,3.69401551,28375200
9/13/2000,3.600790977,3.612444023,3.478434358,3.612444023,10433600
9/14/2000,3.594720602,3.734774651,3.501351236,3.594720602,8961600
9/15/2000,3.524696112,3.641407903,3.314614886,3.466340216,29448800
9/18/2000,3.536365271,3.618063478,3.384640028,3.431324718,10156800
9/19/2000,3.921514511,3.921514511,3.501352242,3.542201708,5376800
9/20/2000,3.536365271,3.577214731,3.448831833,3.565543558,8884000
9/21/2000,3.606392145,3.670583947,3.548036285,3.571378629,5314400
9/22/2000,3.693924904,3.75811597,3.478007947,3.629733126,10242400
9/25/2000,3.752283096,3.758118328,3.676420103,3.693927222,7001600
9/26/2000,3.740613222,3.781461992,3.723106097,3.775626759,6327200
9/27/2000,3.723104,3.76978869,3.699761655,3.758117517,7603200
9/28/2000,3.746446371,3.804802234,3.717268796,3.728939969,7882400
9/29/2000,3.740613222,3.76395558,3.717270864,3.746448455,4827200
10/2/2000,3.734775066,3.804802099,3.723103894,3.740611009,3840800
10/3/2000,3.874830961,3.915680439,3.752283953,3.769790363,6312800
10/4/2000,3.798968792,3.86899586,3.775626436,3.86899586,5820000
10/5/2000,4.014882565,4.061567246,3.8048015,3.810637441,6759200
10/6/2000,3.705598831,4.020720591,3.688091711,4.020720591,5553600
10/9/2000,3.641407013,3.705598839,3.548037602,3.705598839,7100800
10/10/2000,3.705598831,3.787297065,3.641407005,3.664749358,6661600
10/11/2000,3.635572433,3.752284218,3.623901255,3.682257147,6432800
10/12/2000,3.583050251,3.635570888,3.501352037,3.635570888,3619200
10/13/2000,3.594720602,3.682254739,3.565543031,3.577214202,3441600
10/16/2000,3.682255745,3.775625137,3.548036888,3.58305041,4953600
10/17/2000,3.548037052,3.769789368,3.513023529,3.746447019,26293600
10/18/2000,3.524696112,3.565545595,3.413820266,3.437162624,15689600
10/19/2000,3.583050251,3.600557367,3.530530327,3.5422015,7110400
10/20/2000,3.460505486,3.524696624,3.402149581,3.489683082,5117600
10/23/2000,3.396310329,3.483844457,3.262092236,3.483844457,14903200
10/24/2000,3.460505486,3.501354262,3.407984815,3.454669539,9598400
10/25/2000,3.489679575,3.600556038,3.460502008,3.483844347,6776800
10/26/2000,3.658912659,3.699761403,3.478009142,3.536365001,10486400
10/27/2000,3.577217817,3.653080148,3.553875452,3.653080148,5961600
10/30/2000,3.635572433,3.705599504,3.583051774,3.583051774,7250400
10/31/2000,3.728939533,3.728939533,3.600556651,3.635570164,11690400
11/1/2000,3.723104,3.76978869,3.653076966,3.705597598,4692800
11/2/2000,3.96236372,3.96236372,3.787296119,3.79313135,17064000
11/3/2000,3.863158226,3.950692379,3.857322996,3.939021206,4008000
11/6/2000,3.985707521,4.09074812,3.857324567,3.857324567,8074400
11/7/2000,4.014882565,4.032389676,3.921513203,3.991540224,3296800
11/8/2000,4.154940128,4.195789615,4.014885967,4.061570687,6218400
11/9/2000,4.073239803,4.178280371,4.014883932,4.178280371,7860800
11/10/2000,3.880664825,4.055732395,3.83981537,4.038225282,5866400
11/13/2000,3.863158226,3.904007687,3.83981588,3.880665342,6414400
11/14/2000,3.898172617,3.915679736,3.763954455,3.804803213,6412800
11/15/2000,3.933183908,3.968197415,3.857321667,3.939019849,3964000
11/16/2000,3.857323647,4.003212976,3.857323647,3.933185927,3732800
11/17/2000,3.892338991,3.904010171,3.793133602,3.816475963,3002400
11/20/2000,3.734775066,3.97986968,3.676419206,3.892336246,11308800
11/21/2000,3.734775066,3.822309213,3.69976155,3.769788583,4022400
11/22/2000,3.758119583,3.769790762,3.676421331,3.717270813,6081600
11/24/2000,3.781461239,3.79896836,3.734776532,3.734776532,1994400
11/27/2000,4.014882565,4.061567246,3.880664463,3.898170862,9434400
11/28/2000,4.1024189,4.114090076,3.898172954,3.968200013,7265600
11/29/2000,3.997376919,4.067403953,3.933185114,4.061568011,4848800
11/30/2000,3.979870558,4.055733549,3.968199383,3.997377676,9480000
12/1/2000,4.07907629,4.131596225,3.991542116,3.991542116,6033600
12/4/2000,4.201622486,4.24830718,4.061568403,4.061568403,7388000
12/5/2000,4.131595612,4.195787425,4.079075685,4.178280308,6187200
12/6/2000,4.044061661,4.259977998,4.032390488,4.102417524,10084000
12/7/2000,3.886501789,4.044063029,3.758118847,4.044063029,10409600
12/8/2000,3.974034786,4.020719479,3.868994229,3.874829459,6024000
12/11/2000,4.108254433,4.213295029,3.88066683,3.950693894,6881600
12/12/2000,4.18411541,4.25414244,4.11408838,4.11408838,5144000
12/13/2000,4.207457542,4.259977456,4.166608087,4.254142227,9826400
12/14/2000,4.487705708,4.487705708,4.218910834,4.224754558,20167200
12/15/2000,4.452644348,4.481861531,4.329934034,4.481861531,14008800
12/18/2000,4.36499548,4.452645627,4.353308746,4.417585426,9349600
12/19/2000,4.446802616,4.551983221,4.341622011,4.353308745,17456000
12/20/2000,4.592885971,4.668850091,4.248127712,4.253970721,26594400
12/21/2000,4.604573727,4.668851128,4.476019638,4.569513521,18087200
12/22/2000,4.785719395,4.785719395,4.668852019,4.674695031,12097600
12/26/2000,5.054512024,5.066198756,4.774030452,4.774030452,14339200
12/27/2000,5.299934387,5.305777398,5.048669242,5.072042711,20370400
12/28/2000,5.305778503,5.305778503,5.212284609,5.270718293,13336000
12/29/2000,5.218127251,5.32915087,5.159693579,5.305777402,8772800
1/2/2001,5.060356617,5.188910711,5.013609674,5.118790296,28993600
1/3/2001,5.229813576,5.235656586,4.744813781,4.791560715,30599200
1/4/2001,5.364211082,5.364211082,5.177223332,5.206440525,29224000
1/5/2001,5.130475998,5.387584134,5.130475998,5.358367657,22917600
1/8/2001,5.387583733,5.410957198,5.05451221,5.136319338,17046400
1/9/2001,5.557043076,5.615476753,5.282404435,5.329151377,30744800
1/10/2001,5.434331417,5.580415952,5.416801672,5.545355749,15828800
1/11/2001,5.399272919,5.451863596,5.311622741,5.440176858,12061600
1/12/2001,5.27656126,5.352524682,5.247344066,5.340837947,10188800
1/16/2001,5.206441879,5.317465528,5.118790992,5.270718578,8748000
1/17/2001,5.218127251,5.32915087,5.177223324,5.229813985,12588800
1/18/2001,5.241497993,5.294087914,5.212280816,5.223967544,6805600
1/19/2001,4.902585983,5.229814583,4.861682052,5.188910651,21124800
1/22/2001,4.94933176,5.0720421,4.75650031,4.75650031,9307200
1/23/2001,4.966861248,5.013608177,4.86752438,5.001921445,8467200
1/24/2001,4.896741867,5.025295949,4.838308193,4.955175541,9546400
1/25/2001,5.06620121,5.089574686,4.855839929,4.861682941,8836800
1/26/2001,4.9551754,5.095416213,4.896741728,5.025295806,6229600
1/29/2001,4.901884556,4.964525289,4.805585966,4.964525289,4100800
1/30/2001,4.956111908,5.078589056,4.909364954,4.955177126,6959200
1/31/2001,5.143097878,5.174885809,4.991637901,5.048669221,7408000
2/1/2001,5.093544483,5.153380485,5.065496402,5.142161324,10366400
2/2/2001,5.105700493,5.162731813,5.055213716,5.102895791,5003200
2/5/2001,5.159924984,5.201062502,5.10289404,5.104763603,5487200
2/6/2001,5.286143303,5.329150396,5.159926369,5.159926369,8448000
2/7/2001,5.27679491,5.359069632,5.262771041,5.329151616,10194400
2/8/2001,5.153383732,5.249682693,5.056150346,5.247812772,11316800
2/9/2001,5.090739727,5.152445648,5.052407266,5.152445648,6783200
2/12/2001,5.077653885,5.101962142,5.048670647,5.048670647,4188800
2/13/2001,5.244071007,5.329150411,5.077652038,5.077652038,6788800
2/14/2001,5.154318333,5.259966173,5.07297839,5.245007165,4241600
2/15/2001,4.886924744,5.105700419,4.881314983,5.105700419,14766400
2/16/2001,4.816804409,4.964524544,4.816804409,4.891599437,10629600
2/20/2001,4.442829609,4.816805162,4.44189447,4.816805162,31327200
2/21/2001,4.399821758,4.623272056,4.395146779,4.546607109,16009600
2/22/2001,4.490510941,4.523234013,4.241817234,4.405431524,18472800
2/23/2001,4.5812006,4.588680282,4.490511412,4.495186392,7768800
2/26/2001,4.591484547,4.674694044,4.538193063,4.596159169,17316000
2/27/2001,3.681789875,3.863167912,3.568661985,3.775283775,97760800
2/28/2001,3.649065733,3.688333345,3.486386594,3.688333345,23287200
3/1/2001,3.564921618,3.666829957,3.513500057,3.651870951,9636800
3/2/2001,3.513498306,3.570529243,3.50695341,3.518172926,11933600
3/5/2001,3.518174648,3.588295055,3.491996121,3.553702064,14545600
3/6/2001,3.660286427,3.673375516,3.555572999,3.570532009,9149600
3/7/2001,3.764062881,3.769672642,3.69113778,3.700487381,8788000
3/8/2001,3.769672871,3.8566222,3.705162228,3.76406311,11703200
3/9/2001,3.746299505,3.795851144,3.694877946,3.743494803,7976800
3/12/2001,3.656545162,3.757518352,3.654675242,3.742559348,3953600
3/13/2001,3.508824825,3.64719571,3.491061118,3.646260928,7943200
3/14/2001,3.414396524,3.552767423,3.413461386,3.493866179,7587200
3/15/2001,3.404093027,3.428441624,3.322619645,3.412521333,9785600
3/16/2001,3.401286125,3.464966621,3.31700301,3.336669309,16113600
3/19/2001,3.389112234,3.390048912,3.307638785,3.376938283,8687200
3/20/2001,3.559550285,3.682228948,3.413460046,3.419078681,13690400
3/21/2001,3.758084774,3.796480342,3.700959582,3.751529459,27081600
3/22/2001,3.700959921,3.787115698,3.677547978,3.758085118,15406400
3/23/2001,3.774001837,3.780557146,3.588579453,3.694401443,11733600
3/26/2001,3.687848568,3.80303526,3.661626955,3.774941006,7064000
3/27/2001,3.709386826,3.745909385,3.603564785,3.687847889,8483200
3/28/2001,3.696275234,3.745908406,3.591389542,3.745908406,6362400
3/29/2001,3.75995779,3.780560055,3.700022923,3.700022923,5832800
3/30/2001,3.778684378,3.785239688,3.606372603,3.763700761,4391200
4/2/2001,3.850795507,3.93320563,3.775877376,3.775877376,7388800
4/3/2001,3.676608086,3.853602517,3.603563003,3.85266584,6492800
4/4/2001,3.711261749,3.763704279,3.664437858,3.676611812,5100000
4/5/2001,3.687848568,3.790860952,3.5895185,3.78149632,13628800
4/6/2001,3.674736738,3.687847362,3.600754953,3.687847362,6812800
4/9/2001,3.699084044,3.755272519,3.661624822,3.703766357,4030400
4/10/2001,3.691591263,3.744034091,3.562357726,3.722495168,15030400
4/11/2001,3.563297272,3.689721965,3.558614955,3.668182665,10657600
4/12/2001,3.50804472,3.577344214,3.399413341,3.549249959,13772000
4/16/2001,3.460285425,3.593265097,3.427508489,3.531457578,14552000
4/17/2001,3.483696461,3.530520337,3.425634954,3.427507595,8573600
4/18/2001,3.581089497,3.591390447,3.441554216,3.450918847,20862400
4/19/2001,3.708450317,3.769321491,3.604501627,3.604501627,16092000
4/20/2001,3.721559763,3.742162014,3.647577994,3.717813769,9133600
4/23/2001,3.727179527,3.759956447,3.656007411,3.710322908,6832000
4/24/2001,3.582024813,3.709385752,3.582024813,3.706576435,6303200
4/25/2001,3.650388241,3.685037799,3.567978144,3.567978144,4781600
4/26/2001,3.72998786,3.783367017,3.648514108,3.652260101,7180000
4/27/2001,3.897618055,3.937886604,3.737480538,3.741226532,11600800
4/30/2001,3.915412188,3.935078127,3.849858697,3.897618888,9381600
5/1/2001,3.800226212,3.914476234,3.800226212,3.858287722,7025600
5/2/2001,3.891999722,3.921966966,3.792733001,3.800224991,4779200
5/3/2001,3.833939791,3.844241103,3.751530006,3.844241103,5381600
5/4/2001,3.803969622,3.87326908,3.700020613,3.775875382,6878400
5/7/2001,3.794607639,3.826447895,3.759958065,3.794607639,4399200
5/8/2001,3.835809946,3.848920568,3.745908234,3.793668407,4370400
5/9/2001,3.747782946,3.78336919,3.737481636,3.75527458,13472800
5/10/2001,3.687848568,3.839557826,3.676610581,3.744973754,14444800
5/11/2001,3.595136404,3.708450075,3.582025779,3.697212447,15259200
5/14/2001,3.63915062,3.652261244,3.601691387,3.605437382,5295200
5/15/2001,3.708450317,3.755274187,3.642897186,3.642897186,8804800
5/16/2001,3.934143782,3.936953458,3.685040657,3.685040657,8776000
5/17/2001,3.961298466,4.008122326,3.895744991,3.910728611,16219200
5/18/2001,3.970663548,3.983774171,3.933204316,3.962235238,8616000
5/21/2001,4.09053278,4.096151772,3.96504481,3.980028432,7160000
5/22/2001,4.222576141,4.283447308,4.214147831,4.237559764,13677600
5/23/2001,4.09240818,4.210404229,4.019362667,4.209467909,11368800
5/24/2001,4.097089291,4.124247225,4.049329093,4.073677352,3976000
5/25/2001,4.071804523,4.129866034,4.064312889,4.073677522,5265600
5/29/2001,3.976282835,4.038090327,3.956616896,4.035281009,8752000
5/30/2001,3.839558125,3.923841251,3.788051928,3.905111627,17573600
5/31/2001,3.848922014,3.888254251,3.811463132,3.816145448,11191200
6/1/2001,3.868588209,3.872333847,3.808653356,3.858286901,7395200
6/4/2001,3.854539633,3.87795156,3.820826401,3.867650255,4694400
6/5/2001,3.878888845,3.919157398,3.854540593,3.854540593,6280000
6/6/2001,3.877015352,3.906982591,3.860158736,3.90042728,4986400
6/7/2001,3.965046167,4.11488244,3.877017402,3.877017402,12457600
6/8/2001,3.897618055,3.961298534,3.865777816,3.895745058,3804800
6/11/2001,3.857350826,3.928523319,3.844240198,3.916349011,5498400
6/12/2001,3.921031713,3.931333025,3.830193627,3.848922894,6781600
6/13/2001,3.87788868,3.915401653,3.835687032,3.910712621,4986400
6/14/2001,3.887269735,3.920093341,3.8694509,3.880705014,7860800
6/15/2001,3.836627722,3.901337276,3.81224452,3.887270168,12663200
6/18/2001,3.827249765,3.845068246,3.806617577,3.826311744,5157600
6/19/2001,3.996057272,4.018564787,3.821622424,3.829125168,10737600
6/20/2001,3.938851595,4.065457396,3.91540605,3.944478655,10246400
6/21/2001,4.082334042,4.149857257,3.90602398,3.915402045,17780000
6/22/2001,4.177993774,4.187372202,4.002621293,4.105781492,8082400
6/25/2001,4.126415253,4.220197418,4.057016293,4.187373803,9700000
6/26/2001,4.009189129,4.107660369,3.968862753,4.107660369,11744000
6/27/2001,4.00074482,4.14985839,3.948226709,3.948226709,6638400
6/28/2001,3.936973333,4.079522198,3.798175839,4.032631138,40526400
6/29/2001,3.937913418,3.985742166,3.930410673,3.948229156,23972800
7/2/2001,3.952916145,4.065454393,3.920092192,3.920092192,12188000
7/3/2001,3.987615347,4.024190312,3.91540308,3.934159573,5087200
7/5/2001,3.947289228,4.004496376,3.911651925,3.987615566,11560800
7/6/2001,3.920092344,3.985739896,3.896646815,3.947289244,7800000
7/9/2001,3.891957998,3.962294589,3.877890537,3.891957998,4908000
7/10/2001,3.857259989,3.915404823,3.782234339,3.870389433,8885600
7/11/2001,3.97260952,4.079521049,3.852568555,3.857257588,7352800
7/12/2001,4.22019577,4.313040235,3.973548673,3.973548673,13215200
7/13/2001,4.23238802,4.299910916,4.137667859,4.196750707,6738400
7/16/2001,4.351492405,4.421829026,4.231450996,4.233326682,14795200
7/17/2001,4.403070927,4.437770213,4.296159359,4.351490828,9413600
7/18/2001,4.31304121,4.370248021,4.291471001,4.356180913,7651200
7/19/2001,4.477160454,4.50529503,4.187373567,4.313041675,21112000
7/20/2001,4.441521645,4.510920219,4.407760021,4.475283268,8193600
7/23/2001,4.334609509,4.449961468,4.281153731,4.418075534,10483200
7/24/2001,4.318666458,4.389003047,4.243640835,4.332733919,6176000
7/25/2001,4.387129784,4.403072939,4.204254839,4.27271578,6352000
7/26/2001,4.486536503,4.487474167,4.330858203,4.35336571,7420000
7/27/2001,4.389004707,4.473408788,4.356181097,4.426517712,8160000
7/30/2001,4.323356152,4.398382144,4.295221583,4.37493661,9475200
7/31/2001,4.459340572,4.464029608,4.276465332,4.323356401,11809600
8/1/2001,4.483722687,4.502478822,4.357116627,4.433080263,6523200
