pmid,title,abstract,abstract_words,journal,pub_year,pub_month,pub_month_num,month_year,doi,authors_count,country,research_type,keywords,major_topic,language,open_access
38199489,Small molecule NOP agonists reverse locomotor sensitization induced by cocaine in male C57BL/6 mice.,"Orphanin FQ/nociceptin (OFQ/N), the endogenous ligand of the nociceptin opioid receptor (NOP) has been shown to block cocaine-induced locomotor sensitization in mice and rats, and also reverses this phenomenon when injected intracerebroventricularly in animals with an established sensitized response. In the present study, we determined whether small-molecule NOP agonists would recapitulate this effect after systemic administration. Male C57BL/6 mice treated with cocaine (15 mg/kg) on days 1-3 and showed locomotor sensitization to the same dose of cocaine on day 8 were injected with vehicle or one of the two NOP agonists (AT-202 and AT-524) (but not cocaine) on days 9-11. On day 15, locomotor sensitization was assessed after a cocaine challenge (15 mg/kg). Subchronic administration of the two NOP agonists to sensitized mice significantly decreased the sensitized response on day 15. In a separate experiment conducted in male and female mice lacking NOP and their wildtype littermates, AT-524 reversed sensitization in male wildtype but not in mice lacking NOP. Further, co-administration of the NOP agonist with cocaine for three days on days 16-18 prevented the development of locomotor sensitization from this cocaine treatment in wild-type but not in NOP knockout mice. However, none of these effects of the NOP agonist was observed in female mice. Together, these results suggest that subchronic repeated administration of small-molecule NOP agonists may reverse adaptive behavioral changes associated with repeated intermittent cocaine treatment in male but not female mice.",234,Progress in neuro-psychopharmacology & biological psychiatry,2024,Apr,4,Apr-2024,10.1016/j.pnpbp.2024.110941,3,United States of America Electronic address: klutfy@westernuedu,Journal Article,"Rats; Mice; Male; Female; Animals; Mice, Inbred C57BL; Receptors, Opioid; Opioid Peptides; Nociceptin; Nociceptin Receptor","Receptors, Opioid",eng,False
38296002,Establishing multifactorial risk factors for adult-onset hearing loss: A systematic review with topic modelling and synthesis of epidemiological evidence.,"This systematic review explores the multifaceted nature of risk factors contributing to adult-onset HL. The objective was to synthesise the most recent epidemiological evidence to generate pooled proportional incidences for the identified risk factors. We conducted an extensive search of electronic databases (MEDLINE, EMBASE, and psychINFO) for studies providing epidemiological evidence of risk factors associated with hearing loss. Topic modelling using Latent Dirichlet Allocation (LDA) was first conducted to determine how many risk factor themes were available from the papers. Data were analysed by calculating the pooled proportional incidence using a meta-analysis of proportions. From the 72 studies reviewed, six key risk factor themes emerged through LDA topic modelling. The review identified ototoxicity, primarily caused by cancer treatments and antibiotics, infectious diseases like COVID-19, occupational noise exposure, lifestyle factors, health conditions, biological responses, and age progression as significant risk factors for HL. The highest proportional incidence was found with cancer-related ototoxicity at 55.4% (95%CI: 39.0-70.7), followed closely by ototoxicity from infectious diseases at 50.0% (95%CI: 28.5-71.5). This high proportional incidence suggests the need to explore less destructive therapies and proactively monitor hearing function during treatments. The findings of this review, combined with the synthesis of epidemiological evidence, enhance our understanding of hearing loss (HL) pathogenesis and highlight potential areas for intervention, thereby paving the way for more effective prevention and management of adult-onset hearing loss in our ageing global population.",230,Preventive medicine,2024,Mar,3,Mar-2024,10.1016/j.ypmed.2024.107882,7,Australia Electronic address: yvonnetran@mqeduau,Journal Article; Meta-Analysis; Systematic Review,Adult; Humans; COVID-19; Hearing Loss; Incidence; Neoplasms; Ototoxicity; Risk Factors; SARS-CoV-2,Hearing Loss,eng,False
38298732,Melt-casted Li1.5Al0.3Mg0.1Ge1.6(PO4)3 glass ceramic electrolytes: A comparative study on the effect of different oxide doping.,"The development of Li-ion conducting solid-state electrolytes (SSEs) is crucial to achieve increased energy density, operative reliability, and unprecedented safety to replace the state-of-the-art Li-ion battery (LIB). In this regard, we here present the successful melt-casting synthesis of a MgO-added NASICON-type LAGP glass-ceramic electrolyte with composition Li1.5Al0.3Mg0.1Ge1.6(PO4)3, namely LAMGP. The effects of three different additional oxides are investigated, with the aim to improve grain cohesion and consequently enhance Li-ion conductivity. Specifically, yttrium oxide (Y2O3, 5 mol%), boron oxide (B2O3, 0.7 mol%) and silicon oxide (SiO2, 2.4 %mol) are added, yielding LAMGP-Y, LAMGP-B and LAMGP-Si, respectively. Their effects are exhaustively compared in terms of thermal, crystalline, structural/morphological and ion conducting features. Among the three oxides, B2O3 is able to positively act on grain boundaries without bringing along grains deformation and insulating secondary phases formation, achieving enhanced ionic conductivity of 0.21 mS cm-1 at 20 °C as compared to 0.08 mS cm-1 for a commercial LAGP subjected to the same thermal treatment. A remarkable anodic oxidation stability up to 4.8 V vs Li+/Li is assessed by LAMGP-B system, which accounts for promising prospects for its use in combination with high-energy (high-V) cathodes.",190,Heliyon,2024,Jan,1,Jan-2024,10.1016/j.heliyon.2024.e24493,5,Italy,Journal Article,,,eng,True
38344086,Aggressive osteoblastoma of the cervical spine and resultant complication due to swollen oxidized regenerated cellulose: A case report.,"Osteoblastomas, although rare, are benign primary bone tumors, with cervical spine involvement being exceptionally uncommon. Late diagnosis, especially in aggressive cases, can lead to surgical challenges. Oxidized regenerated cellulose (ORC) used for hemostasis may result in complications if left in the surgical field. An 8-year-old female presented with six months of intractable neck pain accompanied by swelling, hindering proximal right upper extremity evaluation. Motor strength was intact distally, with normal reflexes and no hypoesthesia. Imaging revealed a C4-5 facet joint lesion necessitating surgery. Intraoperative hemorrhage prompted ORC application, which led to postoperative arm pain and C5-6 radiculopathy. Subsequent surgery alleviated these symptoms. Osteoblastomas, despite their benign classification, may exhibit aggressive characteristics, warranting en-bloc resection. Cervical spine osteoblastomas, due to their vascular nature and proximity to vital structures, complicate surgical interventions. ORC, a commonly used hemostatic agent, may induce compression complications, and early intervention is critical for patient recovery. This case underscores the intricacies of managing aggressive osteoblastomas in the cervical spine and highlights potential ORC-related complications. Surgeons must exercise caution when using ORC and consider postoperative risks. Prompt intervention and meticulous planning are paramount for favorable outcomes in such cases.",190,Surgical neurology international,2024,Unknown,0,Unknown-2024,10.25259/SNI_854_2023,3,Turkey,Case Reports; Journal Article,,,eng,True
40602881,Granular composite of polyvinyl chloride anion exchange resin encapsulated with nano TiO2 for arsenic removal from water.,"Persistently high arsenic levels in drinking water threaten underprivileged areas worldwide. Although nanomaterials exhibit exceptional arsenic removal properties, their implementation presents challenges. We converted N-methylimidazole-modified polyvinyl chloride into a granular anion exchange resin (PNAXRs) using an environmentally friendly and gentle synthesis method. Additionally, a unified approach for embedding nanomaterials within these resins was proposed, yielding a TiO2 composite resin (TiO2@PNAXRs). Structural characterization confirmed the successful grafting of imidazolium cations with anion-exchange properties onto polyvinyl chloride side chains. BET analysis indicates a high specific surface area of 70.31 m2/g for the PNAXRs. TGA curves demonstrate the successful encapsulation of approximately 24.9% TiO2 within the composite resin. The SEM-EDS results show a uniform distribution of TiO2 in the PNAXRs, which facilitates the effective utilization of TiO2. Adsorption experiments in conjunction with XPS analysis provided insights into the dual role of inner-sphere complexation and ion exchange in the adsorption mechanism of As(V) by TiO2@PNAXRs. In dynamic adsorption tests utilizing high-As(V) groundwater from the Datong Basin as the influent, TiO2@PNAXRs demonstrated the ability to produce effluents that meet the World Health Organization's recommended limit for arsenic in drinking water, with a capacity of 1780 bed volumes. These findings support the use of PNAXRs as ideal matrices for TiO2 and their practical application in As(V) removal processes.",212,Journal of environmental sciences (China),2025,Nov,11,Nov-2025,10.1016/j.jes.2024.05.007,4,China,Journal Article,"Titanium; Water Pollutants, Chemical; Arsenic; Water Purification; Polyvinyl Chloride; Adsorption; Anion Exchange Resins",Titanium,eng,False
41472917,Protocol and Statistical Analysis Plan for a Multicenter Randomized Trial of Ketamine vs Etomidate for Emergency Tracheal Intubation.,"Emergency tracheal intubation is a common and high-risk procedure. Ketamine and etomidate are medicines commonly used to induce anesthesia for emergency tracheal intubation, but whether the induction medication used affects patient outcomes is uncertain. Does the use of ketamine for induction of anesthesia decrease the incidence of death among adults undergoing emergency tracheal intubation compared with the use of etomidate? The Randomized Trial of Sedative Choice for Intubation (RSI) is a pragmatic, multicenter, unmasked, parallel-group randomized trial being conducted at 14 sites (6 emergency departments and 8 ICUs) in the United States. The trial compares ketamine vs etomidate for induction of anesthesia among 2,364 critically ill adults undergoing emergency tracheal intubation. The primary outcome is all-cause 28-day in-hospital mortality. The secondary outcome is the incidence of cardiovascular collapse during intubation, a composite of hypotension, receipt of vasopressors, and cardiac arrest. Enrollment began on April 6, 2022, and is expected to conclude in 2025. The RSI will provide important data on the effects of ketamine vs etomidate on death and other outcomes for critically ill adults undergoing emergency tracheal intubation. Specifying the protocol and statistical analysis plan before the conclusion of enrollment increases the rigor, reproducibility, and transparency of the trial. ClinicalTrials.gov; No.: NCT05277896; URL: www.clinicaltrials.gov.",205,CHEST critical care,2025,Sep,9,Sep-2025,10.1016/j.chstcc.2025.100177,41,AL,Journal Article,,,eng,True
38185340,"Dasatinib loaded mucoadhesive lecithin-chitosan hybrid nanoparticles for its augmented oral delivery, in-vitro efficacy and safety.","Dasatinib (DAS) is an oral tyrosine kinase inhibitor; however, its efficacy is significantly subsided by its low oral bioavailability. The present research aimed to improve DAS's oral delivery and efficacy in triple-negative breast cancer by fabricating its mucoadhesive lecithin-chitosan hybrid nanoparticles (DAS-L/CS-NPs). DAS-L/CS-NPs were optimized using Box-Behnken design which showed mean particle size and percent entrapment efficiency of 179.7 ± 5.42 nm and 64.65 ± 0.06 %, respectively. DAS-L/CS-NPs demonstrated sustained release profile in different release media up to 48 h and showed 10 times higher apparent permeability coefficient and flux than free DAS suspension. The binding of DAS-L/CS-NPs to the mucus layer was demonstrated via ex-vivo mucoadhesion study and change in absorbance using turbidimetry. In cell culture studies, DAS-L/CS-NPs revealed a 4.14-fold decrease in IC50, significantly higher cellular uptake and mitochondrial membrane depolarization, 3.82-fold increased reactive oxygen species generation and 2.10-fold enhanced apoptosis in MDA-MB-231 cells than free DAS. In in-vivo pharmacokinetic assessment, DAS-L/CS-NPs showed a 5.08-fold and 3.74-fold rise in AUC (0-t) and Cmax than free DAS suspension, respectively. An acute toxicity study revealed a good safety profile of DAS-L/CS-NPs. In a nutshell, proposed hybrid nanoparticles are promising carriers for improved oral delivery of poorly water-soluble drugs.",199,International journal of pharmaceutics,2024,Feb,2,Feb-2024,10.1016/j.ijpharm.2024.123784,8,India,Journal Article,Drug Carriers; Lecithins; Chitosan; Dasatinib; Nanoparticles; Particle Size,Chitosan,eng,False
40514882,Physical model and analysis of spectral beam combining system with dual-grating external cavity.,"Spectral beam combining (SBC) has the potential to further increase the power irrespective of the limited power of single laser, and to maintain the near-diffraction-limited beam quality. However, the total power, the beam quality, and the spectra of SBC are significantly affected by the crosstalk effect attributed to the ""smile"" effect. Although crosstalk mitigation methods have been proposed, with the increasing laser number in dense spectral beam combining, the crosstalk caused by the spectral dispersion of single laser may hinder the further improvement of SBC. Fortunately, SBC with a dual-grating external cavity has shown the potential to narrow the linewidth of the laser array. However, its physical model has not been previously reported, restricting the comprehensive understanding of the system. Here, we present the physical model of SBC with the dual-grating external cavity. Using this physical model, the mitigation of spectral dispersion in single laser by the dual-grating configuration is investigated in depth. The influence of grating parameters on the combined beam, including its spectra and beam quality, is also analyzed. Furthermore, the alignment of the dual-grating, significantly affecting the beam quality and spectra of the combined beam, can be used for system optimization. We hope this model can provide valuable insights and guidance to the spectral dispersion management in SBC.",211,Optics express,2024,Sep,9,Sep-2024,10.1364/OE.535229,7,Unknown,Journal Article,,,eng,False
38374843,Quality of Life After Hip Fracture Surgery in the Elderly: A Cross-Sectional Study.,"Purpose Hip fractures are common and serious injuries as they lead to high mortality and morbidity and have a significant effect on patients' lives. Additionally, these injuries have substantial socioeconomic consequences for patients' quality of life, their families, and healthcare systems. The aim of this study is to assess the quality of life (QoL) in patients after hip fracture surgery. Methods This study involved a cross-sectional survey between February 2016 and December 2019, with a sample of 199 patients who suffered a hip fracture and were treated at a tertiary care teaching hospital. The participants completed the EuroQol 5-Dimensions 5-Levels (EQ-5D-5L) questionnaire. Pearson's chi-squared test, independent sample t-test, and Pearson's correlation coefficient (r) were used in the analysis. Results We found that there is a statistically significant association between age and having problems with mobility (p=0.023), self-care (p<0.001), and usual activity (p=0.029). In addition, increased age was significantly associated with decreased EuroQol Visual Analog Scale (EQ-VAS) scores (r=-0.213, p=0.003). We also found a statistically significant association between gender and self-care, as males were more likely to report having problems with self-care when compared to females (OR: 3.63; CI 95%: 1.77-7.44; p<0.001). Conclusion Mobility, self-care, and usual activity were the most significantly affected quality of life measures and were more apparent in older age groups. Patients should be educated about the possibility of a decline in their QoL and the role of postoperative rehabilitation in improving patients' mobility. Periodic QoL screening should be done as early as possible to detect any further decrease. Future research should standardize postoperative interview intervals to improve QoL evaluation and include a control group.",268,Cureus,2024,Jan,1,Jan-2024,10.7759/cureus.52631,10,JOR,Journal Article,,,eng,True
41859718,Exploring the Impact of Professional Acting on Empathy Development in Medical Students.,"Empathy is central to patient-centred care and professional identity, yet medical students' empathy often declines as they transition into clinical training. Theatre-based, arts-and-humanities interventions have been proposed to support empathic communication, but are usually evaluated with self-report rather than performance-based measures. We conducted a single-institution, single-group pre-post pilot evaluation of an extracurricular, four-week theatre-based empathy programme for third-year medical students. All 60 students were eligible; 18 volunteered on a first-come, first-served basis, and 12 who attended all eight sessions and completed both assessments formed the analytic sample. The programme, co-facilitated by a professional actor and clinician, was grounded in Kolb's experiential learning cycle and applied theatre principles. Teaching methods included repeated doctor-patient role-plays in breaking-bad-news scenarios, alternating doctor/patient perspectives, and structured feedback on communication and emotional presence. Observable empathic communication behaviours in simulated consultations were measured before and after the programme using the Empathetic Communication Assessment Form (five domains, 10-point scale), rated by the faculty member and actor. Pre-post differences were analysed with paired-samples t-tests and within-subject effect sizes (Cohen's d). Students (n = 12) showed significant improvements across all domains. Mean increases ranged from +1.3 to +2.6 points on the 10-point scale, with large effect sizes (Cohen's d ≈ 1.5-2.8). The largest gains were in Empathetic Communication (+2.2), Relating to the Listener (+2.6) and Verbal Communication (+2.4). All students improved in their overall checklist score (range +0.8 to +3.1). This small, single-group pilot suggests that a brief, theatre-based, pre-clerkship programme co-facilitated by a professional actor and clinician may enhance observable empathic communication behaviours in simulated breaking-bad-news encounters. Although limited by the small, self-selected sample and absence of a control group, the findings support further, larger-scale and longitudinal evaluation of theatre-based empathy teaching within arts-and-humanities-informed medical curricula.",287,MedEdPublish (2016),2025,Unknown,0,Unknown-2025,10.12688/mep.21228.2,7,Georgia,Journal Article,,,eng,True
41584626,Clinical utility of a novel double-band endoscopic band ligation device for consecutive ligation in the management of diverticular bleeding.,"Endoscopic band ligation is effective for diverticular bleeding; however, conventional devices have drawbacks such as limited visibility, weak suction, and single-use design. Endoligar (Asahi Intecc Co Ltd, Aichi, Japan) addresses these limitations with clear visibility, strong suction, and the ability to perform 2 ligations without removing the endoscope. This report evaluates its clinical utility. An 82-year-old man with a history of diverticular bleeding was admitted for hematochezia lasting 3 days. Noncontrast computed tomography and emergency colonoscopy suggested a bleeding diverticulum in the ascending colon. A diverticulum at the hepatic flexure showed signs of a recent hemorrhage, but no active bleeding; a clip was placed for marking. On day 8, a second colonoscopy showed oozing from the previously marked diverticulum, and endoscopic band ligation was performed using the novel device. The first band dislodged, but a second ligation was completed without scope removal. The procedure lasted 27 minutes, with minimal bleeding and no adverse events. The patient was discharged on day 13. This is the first clinical case report on this device, to our knowledge. The device enables a second ligation without scope removal, reducing the risk of losing the lesion, and is potentially useful in challenging endoscopic band ligation cases. Further studies are required.",204,VideoGIE : an official video journal of the American Society for Gastrointestinal Endoscopy,2026,Jan,1,Jan-2026,10.1016/j.vgie.2025.07.011,4,Japan,Journal Article,,,eng,True
38214795,"Randomized, placebo-controlled, double-blinded study of prophylactic cranberries use in women with recurrent uncomplicated cystitis.","Τhe adherence of p-fimbriated Escherichia coli (E. coli) to urothelial cells leading to recurrent urinary tract infections (rUTIs) may be prevented by proanthocyanidins (PACs) contained in American cranberries. The purpose of this clinical trial was to assess the clinical utility of prophylactic use of high-dose PACs daily in women with a history of rUTIs. 172 adult women with a history of rUTIs, defined as ≥ 2 within a 6-month period or ≥ 3 within a 12-month period were enrolled and randomized in two groups to receive either Cysticlean™ 240 mg or placebo for a 12-month period. Urine samples, vaginal and rectal swabs were collected at initial and quarterly study visits. The primary study endpoints were the number of urinary tract infections (UTIs) and changes in Quality of Life (QoL), assessed by the 36-Item Short Form Survey (SF-36) questionnaire. 160 adult women of median age 40 years old (range 19-82) were finally analyzed in this randomized, placebo-controlled, double-blinded clinical trial. In response to intervention, the number of UTIs was significantly lower (Incidence rate ratio IRR 0.49, p < 0.001) and QoL was slightly improved. The numbers of E. coli isolates detected in vaginal (IRR 0.71, p value < 0.001) and in rectal swabs (IRR 0.87, p value < 0.001) were also significantly decreased. No adverse events were reported. The daily use of Cysticlean™ 240 mg was associated with a reduction of UTIs and a prolongation of UTI-free survival compared to placebo treatment, supporting its use as prophylaxis in this patient population. Clinicaltrials.gov, identifier NCT03032003.",253,World journal of urology,2024,Jan,1,Jan-2024,10.1007/s00345-023-04741-0,12,Greece etsiakoulias@icloudcom,Randomized Controlled Trial; Journal Article,"Adult; Humans; Female; Young Adult; Middle Aged; Aged; Aged, 80 and over; Escherichia coli; Vaccinium macrocarpon; Quality of Life",Vaccinium macrocarpon,eng,True
41810109,Traditional and Novel Virologic Markers for Functional Cure and HBeAg Loss with Pegylated Interferon in Chronic Hepatitis B: A Systematic Review and Meta-analysis.,"The rate of functional cure (HBsAg loss) remains unsatisfactory following pegylated interferon (PEG-IFN) treatment in chronic hepatitis B. To optimize PEG-IFN administration, this study aimed to evaluate virological markers to predict functional cure and/or hepatitis B e antigen (HBeAg) loss. Relevant studies assessing virologic markers for predicting functional cure and HBeAg loss after PEG-IFN therapy were systematically retrieved from PubMed, Embase, the Cochrane Library, and Web of Science up to November 2023. Predictive effectiveness was evaluated via the summary receiver operating characteristic curve. We analyzed 38 studies (6,179 patients). HBsAg decline at week 24 had the greatest discriminative ability according to the area under the receiver operating characteristic curve (AUROC) (0.89) and sensitivity (0.88) for predicting functional cure, whereas baseline HBsAg had a comparable AUROC (0.86) and highest specificity (0.79), with both being significantly better than baseline hepatitis B core-related antigen and hepatitis B virus (HBV) RNA (all P < 0.001). For HBeAg loss or seroconversion, HBV RNA, HBV DNA, HBeAg, and HBeAg decline at week 12, as well as HBV DNA and HBeAg decline at week 24, all exhibited comparable predictive values (AUROC = 0.75-0.78). HBV RNA and HBeAg levels at week 24 showed optimal sensitivity (0.87), and HBeAg decline at week 12 had the highest specificity (0.83). HBsAg decline at week 24 and baseline HBsAg levels are better predictors of functional cure than novel virologic markers, while on-treatment HBV RNA and HBeAg levels and dynamic changes are the most reliable indicators for HBeAg loss.",246,Journal of clinical and translational hepatology,2026,Feb,2,Feb-2026,10.14218/JCTH.2025.00443,5,China,Journal Article,,,eng,True
38177835,MicroRNA-195-5p Attenuates Pregnancy-Induced Hypertension by Inhibiting Oxidative Stress via OTX1/MAPK Signaling Pathway.,"Pregnancy-induced hypertension (PIH) is a hypertensive disorder during pregnancy and can induce perinatal death of human infants. MicroRNA (miR)-195-5p was validated to display low expression in severe preeclampsia placentas, but the role of miR-195-5p in pregnancy-induced hypertension (PIH) has not been investigated. The study emphasized on the functions and mechanism of miR-195-5p in PIH. A reduced uterine perfusion pressure (RUPP) rat model was established to mimic PIH in vivo. Adenovirus (Ad)-miR-195-5p agomir and/or Ad-OTX1 were further injected into some model rats. RT-qPCR was conducted to assess the expression of miR-195-5p and orthodenticle homeobox 1 (OTX1) in rat placental tissues, the isolated aortic endothelial cells (AECs), and in serum samples of PIH patients. Western blot analysis was implemented to measure the protein levels of OTX1, VEGFA, and key factors involved in the MAPK signaling pathway. The concentrations of oxidative stress markers (superoxide dismutase, catalase, and lipid hydroperoxide) in AECs and placental tissues of RUPP rats were measured by corresponding kits. The binding relation between miR-195-5p and OTX1 was verified using the dual-luciferase reporter assay. Hematoxylin-eosin staining was conducted to evaluate the pathological features of rat placental tissues. MiR-195-5p was downregulated, while OTX1 was upregulated in rat placental tissues and human serum samples of PIH patients. MiR-195-5p could target OTX1 and inversely regulate OTX1 expression in AECs and rat placental tissues. In addition, miR-195-5p can negatively regulate VEGFA level. Furthermore, miR-195-5p inactivates oxidative stress and the MAPK signaling by downregulating OTX1 in AECs. In vivo experiments revealed that OTX1 overexpression reversed the protective effect of miR-195-5p overexpression on placental damage and oxidative stress. MiR-195-5p alleviates PIH by inhibiting oxidative stress via targeting OTX1 and inactivating MAPK signaling.",275,Biochemical genetics,2024,Oct,10,Oct-2024,10.1007/s10528-023-10612-5,3,China,Journal Article,"MicroRNAs; Animals; Hypertension, Pregnancy-Induced; Female; Pregnancy; Oxidative Stress; Rats; Humans; Otx Transcription Factors; MAP Kinase Signaling System",MicroRNAs,eng,True
38352832,Development of a GC-376 Based Peptidomimetic PROTAC as a Degrader of 3-Chymotrypsin-like Protease of SARS-CoV-2.,"We have applied a proteolysis targeting chimera (PROTAC) technology to obtain a peptidomimetic molecule able to trigger the degradation of SARS-CoV-2 3-chymotrypsin-like protease (3CLPro). The PROTAC molecule was designed by conjugating a GC-376 based dipeptidyl 3CLPro ligand to a pomalidomide moiety through a piperazine-piperidine linker. NMR and crystallographic data complemented with enzymatic and cellular studies showed that (i) the dipeptidyl moiety of PROTAC binds to the active site of the dimeric state of SARS-CoV-2 3CLPro forming a reversible covalent bond with the sulfur atom of catalytic Cys145, (ii) the linker and the pomalidomide cereblon-ligand of PROTAC protrude from the protein, displaying a high degree of flexibility and no interactions with other regions of the protein, and (iii) PROTAC reduces the protein levels of SARS-CoV-2 3CLPro in cultured cells. This study paves the way for the future applicability of peptidomimetic PROTACs to tackle 3CLPro-dependent viral infections.",145,ACS medicinal chemistry letters,2024,Feb,2,Feb-2024,10.1021/acsmedchemlett.3c00498,16,Italy,Journal Article,,,eng,True
38338661,Macrophage Inflammatory Proteins (MIPs) Contribute to Malignant Potential of Colorectal Polyps and Modulate Likelihood of Cancerization Associated with Standard Risk Factors.,"Better understanding of molecular changes leading to neoplastic transformation is prerequisite to optimize risk assessment and chemopreventive and surveillance strategies. Data on macrophage inflammatory proteins (MIPs) in colorectal carcinogenesis are scanty and their clinical relevance remains unknown. Therefore, transcript and protein expression of CCL3, CCL4, CXCL2, and CCL19 were determined in 173 and 62 patients, respectively, using RT-qPCR and immunohistochemistry with reference to polyps' characteristics. The likelihood of malignancy was modeled using probit regression. With the increasing malignancy potential of hyperplastic-tubular-tubulo-villous-villous polyps, the expression of CCL3, CCL4, and CCL19 in lesions decreased. CCL19 expression decreased also in normal mucosa while that of CXCL2 increased. Likewise, lesion CCL3 and lesion and normal mucosa CCL19 decreased and normal CXCL2 increased along the hyperplasia-low-high dysplasia grade. The bigger the lesion, the lower CCL3 and higher CXCL2 in normal mucosa. Singular polyps had higher CCL3, CCL4, and CCL19 levels in normal mucosa. CCL3, CCL4 and CXCL2 modulated the likelihood of malignancy associated with traditional risk factors. There was no correlation between the protein and mRNA expression of CCL3 and CCL19. In summary, the polyp-adjacent mucosa contributes to gaining potential for malignancy by polyps. MIPs may help in specifying cancerization probability estimated based on standard risk factors.",202,International journal of molecular sciences,2024,Jan,1,Jan-2024,10.3390/ijms25031383,7,Poland,Journal Article,Humans; Colonic Polyps; Colorectal Neoplasms; Macrophage Inflammatory Proteins; Risk Factors; Hyperplasia,Colonic Polyps,eng,True
40620636,Novel Eyelid Supraorbital Pretemporal Approach to the Anterior Communicating Artery Complex: A Quantitative Cadaveric Comparative Study.,"Objectives  Access to the anterior communicating artery (ACom) complex may be achieved via the modified orbito-zygomatic (mOZ) or eyelid supraorbital (ES) approaches. Further, the ES approach may improve cosmesis at the cost of decreased exposure and maneuverability. Thus, a novel eyelid supraorbital pretemporal (ESP) approach, a combination of the ES approach with a pretemporal dissection, may optimize the shortcomings of the ES approach. Design  This is a cadaveric study. Setting  Five ES, ESP, and mOZ approaches were performed on cadaveric heads and compared. Participants  Cadaveric specimens were provided under the University of Oklahoma Health Science Center's Willed Body Program. Main Outcome Measures  Quantitative measures of exposure, maneuverability, and angles of attack in horizontal and vertical planes were compared between approaches. Results  The ESP approach was superior in terms of exposure and deep maneuverability when compared with the ES approach ( p  < 0.01). In addition, this approach demonstrated superior angles of attack in vertical ( p  < 0.01) and horizontal ( p  = 0.045) planes. When compared with the mOZ approach, the ESP approach provided significantly greater exposure to the contralateral A2 ( p  < 0.01) with a less favorable horizontal angle of attack ( p  < 0.01). The ESP provides exact exposure to complete the pretemporal osteotomy, offering a unique perspective on the ACom complex. Conclusion  When accessing the ACom complex, the ESP approach yields superior exposure and maneuverability compared with the ES approach and is comparable to the mOZ approach, with unique advantages provided by the addition of pretemporal osteotomy and dissection.",254,"Journal of neurological surgery. Part B, Skull base",2025,Aug,8,Aug-2025,10.1055/a-2324-9499,9,United States,Journal Article,,,eng,True
40839659,"A within-subject, double-blind, placebo-controlled randomized evaluation of the combined effects of cannabidiol and hydromorphone in a human laboratory pain model.","Preclinical and epidemiological evidence supports that cannabinoids may have opioid-sparing properties and could be one strategy to decrease opioid use and associated harms like overdose and extramedical use. The objective of this within subjects, double-blind, double-dummy, randomized human laboratory trial was to examine whether cannabidiol (CBD) increases opioid analgesic effects and whether there are corresponding increases in other opioid mediated effects. Healthy participants (N = 31) attended 5 outpatient sessions where they received the following drug conditions: (1) placebo + placebo, (2) 4 mg hydromorphone + placebo, (3) 4 mg hydromorphone + 50 mg CBD, (4) 4 mg hydromorphone + 100 mg CBD, and (5) 4 mg hydromorphone + 200 mg CBD. Before and at multiple time points after drug administration, participants completed (1) quantitative sensory testing, which induced and assessed acute and chronic laboratory models of pain; (2) standard assessments, which queried acute subjective drug effects; and (3) tasks, which assessed psychomotor performance. When combined with a dose of hydromorphone that did not reliably produce analgesic effects on its own, CBD increased the analgesic effects for some laboratory acute pain outcomes but none of the laboratory chronic pain outcomes. At the highest dose of CBD (200 mg), there were concurrent increases in self-report Bad Effects and adverse effects that were not observed at lower doses of CBD (50 mg). Cannabidiol mitigated psychomotor impairment observed with hydromorphone alone. These findings suggest that lower doses of CBD (50 mg) may have utility for enhancing acute analgesic properties of opioids without having corresponding increases in bad effects.",255,Pain,2025,Feb,2,Feb-2025,10.1097/j.pain.0000000000003561,8,United States,Journal Article; Randomized Controlled Trial,"Humans; Cannabidiol; Double-Blind Method; Hydromorphone; Male; Female; Adult; Analgesics, Opioid; Young Adult; Pain Measurement",Cannabidiol,eng,True
38293384,Optimization of system parameters during conjugate mixed convective flow in a square domain with an oscillating spinning cylinder.,"A computational analysis has been executed to analyze the combined conduction-mixed convection heat transfer of a rotationally oscillating solid cylinder in a differentially heated square box filled with air. The conjugate mixed convective flow initiates the heat transfer process, where the left-side boundary is isothermally kept to a higher temperature, and the right-side boundary is maintained at a lower temperature. Conduction heat transfer takes place inside the solid cylinder. Navier-Stokes and heat energy conservation equations model the system in the dimensionless pressure-velocity formulation. All these equations are solved via the Galerkin finite element approach. Three different combinations of Grashof (103-105), Reynolds (32-316), and Richardson (0.1-10) numbers are examined to systematically investigate the variations of governing parameters on instantaneous Nusselt numbers and the respective time-averaged values along the hot wall. In each combination, the impacts of the oscillating amplitude and frequency and the variation of cylinder diameter are examined to perform the optimization study. Power spectrum analysis is also done using the Fast Fourier Transform in the frequency domain to visualize the principal frequency of the system. The instantaneous values of the Nusselt number exhibit a wavering pattern over time owing to the recurrent waning and waxing of the thermal boundary layer. For all the cases, the maximum diameter and oscillating amplitude of the cylinder are found to maximize the heat transfer. However, the optimized frequency of the oscillation strongly depends on the selection of the governing parameters. In addition, the principal thermal frequency of the system is determined to be independent of the oscillation frequency.",255,Heliyon,2024,Jan,1,Jan-2024,10.1016/j.heliyon.2024.e24258,4,Bangladesh,Journal Article,,,eng,True
