id,node_id,fuel_type,price_pence,recorded_at,source_updated_at
129796,04e1847601c598b66764a92d6dd225ea6f737ddbdb0b7fa363a681686bf5b876,B7_STANDARD,160.9,2026-03-09T12:20:07.697Z,2026-03-09T12:16:04.261Z
314811,4961e0137d09c41af450a422b9c2a40054a07a57905e60ba754d680b6a9f7f98,B7_STANDARD,187.9,2026-03-31T21:12:03.014Z,2026-03-31T21:11:03.000Z
377039,33bc514e69e43863c764bed37d88e699df58c724540281ce08b18e45ff2f70af,B7_STANDARD,184.9,2026-04-08T22:04:07.362Z,2026-04-08T22:03:08.000Z
222030,059bcec98f696be6e16c881f1cf95219d40b43f0429fa80ac5c2a27931e3a7df,E10,154.9,2026-03-21T17:48:03.564Z,2026-03-21T17:46:41.000Z
199827,b49d7f7f5d5668b537fc3ae5545969da10a8ed35c950559e02d8378826511395,B7_STANDARD,161.9,2026-03-19T13:52:01.256Z,2026-03-19T13:51:08.117Z
154752,4caa3c2ec5c64a90ea11ffdc90ac1e44df60496210b9f665fd938a19d882f6e1,E10,137.9,2026-03-11T23:36:08.153Z,2026-03-11T23:34:01.666Z
373985,da6980253782e98a1802436a37575a9e561fd32600e3cc3f3acf2f57ae0d2947,B7_STANDARD,194.9,2026-04-08T11:28:06.718Z,2026-04-08T12:24:03.000Z
193316,9e09cf4dd3025b4d4a179ca9f275406e302907dfd8585799267aafacc934874e,E5,165.9,2026-03-18T20:48:01.398Z,2026-03-18T20:45:54.000Z
271956,81f9edf9aa7ad68c5c707f7e99862ba8ea112a7f528356c1d79c7d5e0800bd13,E10,151.9,2026-03-26T15:36:03.675Z,2026-03-26T15:34:33.000Z
51112,f7b0b026f1aaf49e164dffc3a63bd44e485337036959bd6aae6833b8b8af7b3c,B7_STANDARD,144.9,2026-02-22T00:44:11.933Z,2026-02-07T10:35:19.574Z
78695,79e20a9a36d120ff4fd1de4018756ced2ce81e7d99f4b5979780496cca63330d,E10,130.9,2026-03-03T12:10:39.822Z,2026-03-03T12:02:54.619Z
118875,39590d35e92cee17a833f619b567cad18f330a488d81755794debab54b6aac23,B7_STANDARD,149.9,2026-03-07T13:52:07.608Z,2026-03-07T13:48:38.901Z
270220,b7b4242efef350714c3ceb12e1a787fdb70190e1f3de4a7e3ce799f17713a66e,B7_PREMIUM,199.9,2026-03-26T12:20:10.557Z,2026-03-26T12:18:53.000Z
319232,c086c59f3ee206d895373cab7bb592e608921b1729df3802b8c58735395ac2a8,B7_STANDARD,187.9,2026-04-01T12:24:04.045Z,2026-04-01T12:21:57.000Z
241069,80ea4d67b93ba1fbe88b6faa0a0268d1d6527a7d7017c730abc6fd9d62affaf1,B7_STANDARD,173.9,2026-03-23T15:48:03.623Z,2026-03-23T15:45:32.000Z
363410,4534984d6b3d27deab5c7441e02de6a56367b2e7268399149bb293ea220633a9,B7_PREMIUM,204.9,2026-04-07T06:44:04.643Z,2026-04-07T06:41:11.000Z
182170,17b6efdcb0afd1573a7d6f48640b9d0ce76ffe8ef8f96de7bc5efbdf9fcc1235,E10,149.9,2026-03-17T15:20:01.655Z,2026-03-17T15:18:46.000Z
63553,b52744c9ae6719b4e37a4c5e2e48ef68667cbf33a6a1d0f9ed089a3377c992f2,E10,131.9,2026-02-27T12:05:53.789Z,2026-02-27T12:02:35.701Z
253849,0f0f7184d7cf2d70d6b287ca325b0110e0175a648042eaa1fc59f3a67176c94b,B7_STANDARD,169.9,2026-03-24T22:08:03.355Z,2026-03-24T22:04:16.000Z
359312,fec6b1ad98d35531758951e4e111ea75a02b34ff5b1c0c0ff8aa5ed5cff3bcd3,E5,178.9,2026-04-06T12:08:04.462Z,2026-04-06T12:04:25.000Z
134256,2022ad482daac64f9cfdcc3d6e39fed46bc6007592b3c932a63663cdf8203cae,E10,139.9,2026-03-09T21:08:07.947Z,2026-03-09T21:07:49.921Z
37628,bab1cc1de5039998b74f39ccf6ce83ace37780e3450ee642fd219ac68116db7d,E10,123.9,2026-02-22T00:44:10.811Z,2026-01-29T15:27:26.000Z
106057,8122755f8385b3ddd3bf8f6c22deadd6f2d22ab2b64d9cdf39339e1d4bf87bca,E10,134.9,2026-03-06T05:52:07.193Z,2026-03-06T05:49:43.296Z
134047,fcc1393bf6fc509219c211e3340ce1f0cb902007682674c7bb00a08c95d1d59a,E10,136.9,2026-03-09T19:56:07.667Z,2026-03-09T19:53:35.129Z
258265,f80137f5c1a86a8becd3cc86fc0809079668f4d692efed76e15acd110d716c15,B7_PREMIUM,193.9,2026-03-25T08:52:03.014Z,2026-03-25T08:48:38.000Z
317067,74ea2e36486f6c831e0f56dc9bd9f80254e5285e6aa1fc08ed4d72ccbf3e3ec3,B7_PREMIUM,202.9,2026-04-01T07:33:05.829Z,2026-04-01T07:28:41.000Z
118244,3aedf0b8ebc1d081add4c0ffc83a26802d8b23bf3ce9403298abf08bd148c1da,B7_STANDARD,146.9,2026-03-07T12:52:07.256Z,2026-03-07T12:51:06.272Z
21284,228294184ed39c8acbe76281aa3a7836be8622a6b177bbe86c14070bb52a1e24,E10,130,2026-02-10T15:58:17.317Z,2026-02-10T15:29:52.000Z
214270,2cdcb866b1fb144f33f3397687a1a6774c1ef1a57df2044ff5b112a09b45f27c,B7_STANDARD,164.9,2026-03-20T21:56:02.561Z,2026-03-20T21:55:41.000Z
328474,01a1fa7a03f00277efa498dee0a10bac5e68f0abf3b83a33b9b97f6159fecc27,E5,179.9,2026-04-02T09:20:05.998Z,2026-04-02T09:17:05.000Z
15651,9a05a6af37e7432db4d2a7196f9aaaac60896de723f2809637b6f8126c550233,E10,133,2026-02-07T21:40:02.876Z,2026-01-29T10:25:32.000Z
208902,4b68c8338e0a69b65dbdf91f9beb5aa95e56631abb74c6aa895b9ce7eee128f7,E10,145.9,2026-03-20T13:32:08.871Z,2026-03-20T13:30:39.091Z
327007,b2b99cc5942e1d768c817dfe9906b7953cad11dad6950110bd3cdf2b1e96bbfe,B7_STANDARD,185.9,2026-04-01T23:33:23.880Z,2026-04-01T21:28:06.000Z
22435,2b56a818151145598f2269962a4b0a3cb117f97cfbad59d4dc94b04f5966d488,E5,142,2026-02-11T13:08:01.603Z,2026-02-11T12:04:27.000Z
320453,702a5f93b0502e3aea16c039adb68cdebf3a74dae4ecdd0a2a046071c15fd7cf,E10,157.9,2026-04-01T16:00:10.420Z,2026-04-01T16:06:03.000Z
67705,e593b62457d643cf809f008152f955e66150597850d0c3923e113d6a1910f901,B7_PREMIUM,155.9,2026-03-01T08:03:12.821Z,2026-03-01T07:59:49.049Z
91797,55fdc8745614212fa82ac6965d92555f65f59a28f3f9e868046c03e9cfbfbe7b,B7_STANDARD,146.9,2026-03-04T15:26:46.755Z,2026-03-04T15:24:12.372Z
97978,8af727246dbb6f2d077869e0d2dc7c23eade1add9e3d06a982eb40dbd4b64af6,B7_STANDARD,151.9,2026-03-05T11:16:01.305Z,2026-03-05T10:47:25.136Z
320030,6c08b5d0c305132e06d6a04b4ab0d5d3658f086e1817635cf53b8a6d92635794,E5,157.9,2026-04-01T14:52:04.024Z,2026-04-01T14:50:33.000Z
286642,b857d9bb5e77617ff4ab2d0208e176ac9939d16cdfdb40dd21faa373b9454ebb,B7_PREMIUM,213.9,2026-03-28T09:32:30.077Z,2026-03-28T09:30:01.000Z
260121,b5916d1eafc458dea43e60fc35649bcda0e1e93e1831fb1a32a8ef0c1a2b33e4,B7_PREMIUM,200.9,2026-03-25T11:32:25.530Z,2026-03-25T11:31:05.000Z
293846,45a94f0bacfa414a4eb7878f1d523c02dc5ac614875bb0f75af6da279e9ee298,B7_STANDARD,171.7,2026-03-29T18:48:04.262Z,2026-03-29T18:45:20.000Z
366427,08b25827542eb9654b6734ed10d6db4c2a9a249a5792b8baa537773b28f81a11,B7_STANDARD,194.9,2026-04-07T13:16:29.243Z,2026-04-07T13:15:04.000Z
214771,de1298a41f7ae4fcdef69236ca226f3af93b6ae3dc974dbef58e03b701de696c,E10,147.9,2026-03-20T22:28:06.957Z,2026-03-20T22:27:15.000Z
132017,23e928b974731c3b8a089f3c406d04c95b5810dbc83330887c312fc7e4a336d2,E10,142.9,2026-03-09T15:20:08.019Z,2026-03-09T15:18:04.544Z
253387,f710bf0e3b550002098376c03921f11b4f1065daf0311451f61feee492b67280,B7_STANDARD,172.9,2026-03-24T21:52:05.199Z,2026-03-24T21:50:07.000Z
308503,63d085485d908e273cf04c49de290eaf6b9a0f051ff74eebc3456afd46b656f6,B7_STANDARD,193.9,2026-03-31T11:04:09.694Z,2026-03-31T11:01:02.000Z
130291,e8131337866a28f5067da52595f9e204aeaa19c077292bd11970ccd9a9f8b802,E10,137.9,2026-03-09T12:52:07.619Z,2026-03-09T12:50:03.368Z
197761,906f071e4a88a8b750007997ac27a0d4b4af6d8b7e6d3ca38f4b9601bf6f4665,E10,144.9,2026-03-19T10:24:02.704Z,2026-03-19T10:22:19.935Z
374618,a07bf8668e0c99660a356815324584c6f6ccb4638ae63ab9c7b9cfa17e05c83a,E10,156.9,2026-04-08T13:24:03.906Z,2026-04-08T13:22:23.000Z
327107,154f237e028313fd83e6173fd7c6c3fcd0da4559192eebb04f8560566628c617,B7_STANDARD,185.9,2026-04-01T23:33:23.880Z,2026-04-01T22:05:20.000Z
134666,f4db1467eb8d3ef60911c6a4a4bb89af98e0131f34b6a919ba3c5c2de5ac78ba,E10,138.9,2026-03-09T22:00:13.461Z,2026-03-09T21:56:14.859Z
260891,e5110ca7e344e631f3dbc4b0e55b212e6cccab69629be52dddd1a4176506e164,B7_PREMIUM,199.9,2026-03-25T12:04:08.465Z,2026-03-25T12:00:08.000Z
327004,7a07e7ab5b82e8a24197f1e867348362ce8aa82e75c260d82740dcf46634d7a1,B7_STANDARD,186.9,2026-04-01T23:33:23.880Z,2026-04-01T22:08:24.000Z
360099,67650abe2f401a11db48cfe3dc125035c5b827984a5f35f0c50678570dc4ed56,B7_STANDARD,194.9,2026-04-06T14:52:04.402Z,2026-04-06T14:48:11.000Z
342001,0cc323f6f082ba26386a6b67c225f5ad2c7a97ceb9bb5ae4f61f34d730538f6a,B7_STANDARD,192.9,2026-04-03T12:00:15.226Z,2026-04-03T12:57:02.000Z
202502,dda136f4bd618412052b0dab7da2bf724f4d30af95a25cffb113d4f202a9a608,E5,167.9,2026-03-19T21:56:01.522Z,2026-03-19T21:52:41.000Z
30696,4d484f721e0065bf895644bed23d888ede1022fda25675d4d01f0b8234fade84,E5,180,2026-02-19T11:04:25.853Z,2026-02-19T11:01:04.746Z
160028,a9d83747cac208ca606c7f42c9b49c695d19298597a944de70245504e405d2fb,B7_STANDARD,161.9,2026-03-14T18:08:02.883Z,2026-03-14T13:54:59.046Z
295794,31943eabe1d1d18e83c5a17739a816056233d190fca80826d67fc83708fb7268,E10,154.9,2026-03-29T22:28:07.828Z,2026-03-29T22:24:52.000Z
173390,e861f42d99044047943158318c48ba4698f8ed24ac4a92ed6cb17d9e0228065f,B7_STANDARD,169.9,2026-03-16T14:12:01.228Z,2026-03-16T14:09:03.000Z
332829,46165c76085a7f7ba7829f61edf1205f13345d6ded3106f0d06009f23f4fe643,B7_STANDARD,186.9,2026-04-02T15:33:02.369Z,2026-04-02T14:27:44.120Z
221921,75eb54720a822e1472dc0d828baf8d4e1a7ab2db99efcbacbdffa67d231e593f,B7_STANDARD,171.9,2026-03-21T17:28:03.471Z,2026-03-21T17:25:53.000Z
26209,ff4403a0b7b94ab8f5badc99eaf79b57276b321145f5bbad8e47ec2e6c6e1cbd,B7_PREMIUM,170,2026-02-15T20:44:09.315Z,2026-02-15T20:34:15.000Z
190551,19c68925e7a6336ae77f4770edfe846cd1419c33775117fa962148e68a9bdb95,B7_STANDARD,161.9,2026-03-18T14:12:02.234Z,2026-03-18T14:09:58.547Z
73900,a3bd30115112036014f6af255f3980f495ad2c105c76ae26e6b36ac0bf00f0d0,E10,132.9,2026-03-02T23:13:00.578Z,2026-03-02T23:11:56.474Z
93724,02088da9dc93694a24766774a0159b8ad9906917a5b447957dc0a54770239a4a,B7_STANDARD,141.9,2026-03-04T16:55:10.110Z,2026-03-04T16:34:49.012Z
332881,7372230aff5d3c0f09d7c3e9c8d79c15cf101fd3a99fef89fab6eeb5fd36efab,E10,155.9,2026-04-02T15:33:02.369Z,2026-04-02T14:27:44.112Z
355344,58f232e8e38f50bee13da5e96a1e8887c436acfbe8df956fa3341476a8854cda,E10,160.9,2026-04-05T13:08:05.104Z,2026-04-05T13:08:03.000Z
129454,cc0536fdafbe8bd8d9bee4831d11fc2ddbae379397b554be9106f1fd8fdcff97,E5,169.9,2026-03-09T12:12:08.198Z,2026-03-09T12:12:05.690Z
213116,abb4478401071503c876581c221c08acb3dedfa4706700ec97567c54d94583cf,E5,162.9,2026-03-20T18:56:03.538Z,2026-03-20T18:52:29.633Z
337064,5fc1fe50e783183a60fbd83ad31ef228b52600143f45a1cc0d00e6965620726d,E10,155.9,2026-04-02T22:48:17.724Z,2026-04-02T22:44:36.000Z
366028,efd5efc92939c5c0b7a7cecf9b79db31cc549e04244646f6c00fb9e331add91d,B7_STANDARD,189.9,2026-04-07T12:32:35.770Z,2026-04-07T12:30:26.000Z
143838,bdad5503754af6c119b17ed0423c95d20ba46b380901e79069184ffc0ebb3e34,B7_STANDARD,140.9,2026-03-10T17:40:07.957Z,2026-03-10T17:36:37.925Z
36826,3cf1d50725a95d5a49948e8409ccc677241369c4286e2e0c1bc836cacdd228d9,E10,130.9,2026-02-22T00:44:10.712Z,2026-02-18T16:30:33.661Z
196282,e422a2f76ac70741b31f47a175b03a66bb88ce3e430d71b13c2f02da655da578,E5,171.9,2026-03-19T09:48:01.316Z,2026-03-19T09:45:18.000Z
51028,1435f9d8c39ad01a448dd886e0878572a37c07017ac21068318cd2b68ee56a08,B7_PREMIUM,162.9,2026-02-22T00:44:11.933Z,2026-02-16T11:50:30.523Z
20078,9ee5feb988c45a0be6ca18bbb95cb1cfb57658be21cb804b2b7753dcbccc3573,E10,137,2026-02-10T01:45:52.743Z,2026-01-30T09:40:33.000Z
177826,2e1a5c17d38281f85dcf7cf9f86615d192e1a9b06671ef0eed6c3b3a2a3a96bf,E10,135.7,2026-03-17T02:41:00.811Z,2026-03-17T01:40:56.000Z
336595,23ccb94d77656e0262fafc5eaee4460a957fd4726851444b63eb1586f205fd77,E10,155.9,2026-04-02T22:16:13.349Z,2026-04-02T22:13:40.000Z
30758,531de12999bd1ee883cffa1a0ab228828ad4892a68c1c8b3c0ad0bf90e5a1623,B7_PREMIUM,189,2026-02-19T11:08:49.133Z,2026-02-19T11:04:31.470Z
222583,536f6ff563cd7a0a165dd01e7d3ab62593d0909cdd092519f716125f8099e927,E10,144.9,2026-03-21T20:20:03.856Z,2026-03-21T20:17:00.000Z
84261,c43adfb26083e8f1257df78668d736982b65c35f389c62f31b6b97785d1744da,B7_PREMIUM,174.9,2026-03-03T19:44:44.073Z,2026-03-03T17:10:12.910Z
260100,6abf23ba95f494a1c5e46b41cebb8dce82dcf7d754d40b657fd95aeb03b00632,E5,174.9,2026-03-25T11:28:03.584Z,2026-03-25T11:24:25.000Z
327864,0c5dee22ecf242d1027b6118eac744e01755e080df95a19ae4b66109035f37bb,E10,148.7,2026-04-02T07:16:03.361Z,2026-04-02T07:13:23.000Z
248505,9b3b2e1cb7541a03db7166a64719c8ccf6c7a6e91a93d2cffafa8d65bc454408,B7_STANDARD,174.9,2026-03-24T11:08:02.481Z,2026-03-24T11:04:39.000Z
277039,7aea63302f6a76a761bffdaf7bda87ed4882940c7a7678a40a7afe7fc0e4773d,E10,155.9,2026-03-27T15:08:05.380Z,2026-03-27T15:05:05.000Z
300960,bd8b017193c805d75e10b55cb017aad0271811c6fd22d36cd007dd2012fe59ef,B7_PREMIUM,208.9,2026-03-30T12:48:04.187Z,2026-03-30T12:44:22.000Z
179342,64d05f67c079dbb8e23cd82534b1be4b4d7a8e6b0404252b923b214ae5182eff,B7_STANDARD,156.9,2026-03-17T10:44:01.549Z,2026-03-17T10:42:00.000Z
45192,be16b4da682e37b6bf5b08a749613ad3a0efe082781424e12f9b197c8928de62,B7_STANDARD,138.9,2026-02-22T00:44:11.416Z,2026-01-23T11:19:54.000Z
291451,1c3e2b38482c0d61d0e78254d1412f52060d668b3b86275855f3b926c3838c78,B7_STANDARD,184.9,2026-03-29T11:24:02.967Z,2026-03-29T11:20:26.000Z
285763,170ab49abb582bcc6228b188254f98b274f678895c27f1a3d6c8a5c3076a8c36,E5,169.9,2026-03-28T01:00:30.509Z,2026-03-27T23:53:59.000Z
16638,e0d156361353cf2ff571bc94fd9b7163f77194eaaa61414fdae0a6161b998c37,B7_STANDARD,140,2026-02-07T21:40:02.955Z,2026-02-02T15:40:00.000Z
191718,ab27cfe9e3f9a89acf64c2fd2cc4326eca7bf4c4a7e4480fb0e26a1c23fd0a8a,E5,152.9,2026-03-18T14:56:37.698Z,2026-03-18T14:56:06.000Z
5604,739e6ee05877c2d8786421e2c990169659cb60557cb933962368b0919051e7b4,B7_PREMIUM,166,2026-02-07T21:40:02.022Z,2026-02-06T13:57:50.000Z
248412,236e8573f5292c23b9999828dd4d1416c93c1deec5654a19928310a3f36bafd7,B7_STANDARD,176.9,2026-03-24T11:08:02.481Z,2026-03-24T11:05:16.451Z
163533,dc5de4bd9d5446e21d6846d67dfa6a5be5af3f58781c8a7102a0e47e1c0b0f54,B7_PREMIUM,184.9,2026-03-14T18:08:03.320Z,2026-03-13T14:13:50.896Z
358174,da1bdd7a479342de5fba4ca8736b791393d31204d4e4d3014717e7cc003847e3,E10,159.9,2026-04-06T10:12:02.096Z,2026-04-06T09:02:47.000Z
74484,c8c7fd5dafc2381e51e497c9d6c80f449f7e229c9fadb7479482bde4387d655b,E10,136.9,2026-03-02T23:48:49.416Z,2026-03-02T23:46:07.361Z
357252,5012ccf8c27c4a1fd4c3c3e438be23ab16408c6cce578df8c62dfaea4d8fc026,B7_STANDARD,188.9,2026-04-06T08:08:03.163Z,2026-04-06T08:04:19.000Z
321930,d875fd18f722869888383d9b82c08f85cc2daa85ec398ab67ff2745edb6b6101,E5,166.9,2026-04-01T16:04:12.580Z,2026-04-01T14:31:59.823Z
238267,a7c6e6788d0974f3883cd37c1bb40a2d27fbf8ef065b65778e465f02e6d2d956,E10,153.9,2026-03-23T13:12:03.620Z,2026-03-23T13:11:26.000Z
206015,e7ee909cd90b954c63ed8522af8a038763ce8ab97dd7701d1c8ae7e86ddba88f,E10,138.9,2026-03-20T10:32:23.956Z,2026-03-20T10:29:40.509Z
124158,252864813da688d5c35979739951f32d5fc36d5c48a266c31b1dcfad2d7dede9,B7_STANDARD,152.9,2026-03-08T23:36:07.797Z,2026-03-08T23:35:37.422Z
132051,24c6d6c4468e3c301c3a747f8500269d2feee4d4aa5b27c374e9205a8e3a216c,E5,143.9,2026-03-09T15:20:08.019Z,2026-03-09T15:17:24.737Z
188773,c80ed6b1b34057f3a7647269d805c42e4296d6a7591bcac9f9862e98f0930d7c,E5,155.9,2026-03-18T12:04:03.283Z,2026-03-18T12:03:09.901Z
106990,2e09be524887401ef01ce21c889773df143d29c1d59936dcc8a6d2c4b4af9705,B7_STANDARD,154.9,2026-03-06T09:40:51.780Z,2026-03-06T09:38:32.773Z
253750,0b89f04920cf68f2848b3577e1c64a9ea4e237e83e897b5fb7fe36c780c0423b,E10,143.9,2026-03-24T22:04:02.534Z,2026-03-24T22:02:37.000Z
171962,dcb1181248f16849a7cfae0c42415573f37f16e600bb29afdeb80a0ee53d5c4e,E10,137.9,2026-03-16T11:20:01.212Z,2026-03-16T11:19:27.000Z
164971,741fccf249cf551a3b2ab629a221b28b07d756f06558dd8a595eab23ae4802c6,E10,141.9,2026-03-14T18:08:03.520Z,2026-03-14T12:52:58.025Z
3527,d69b075eece7e9e1bf455ffbe1e3439432f9d1d978fecfbad66e18669d856d3e,B7_STANDARD,144,2026-02-07T21:40:01.860Z,2026-02-03T11:55:00.000Z
67912,5c7fcdaf1b3deeac234755ead940354b2d6c2a6000c0e4251c686a095746f332,E10,133.9,2026-03-01T10:37:09.986Z,2026-03-01T10:33:08.951Z
41893,1622d96f235087069c3275f68a1ff58fa18fb9bad5227a26c5929fd43a8905b9,E5,128.9,2026-02-22T00:44:11.162Z,2026-02-17T07:39:26.748Z
197501,9fff1d5d149a1853fc42b22950a8a942a4833b7061ee5c1d4ab55e94459db462,B7_STANDARD,163.9,2026-03-19T10:24:02.589Z,2026-03-19T10:22:20.760Z
292868,7df3fee783b6124770cd66c9d5099cf2bd3c4537d37a2e75441b39e5e3013a37,E10,146.9,2026-03-29T18:16:23.706Z,2026-03-29T18:16:05.000Z
51870,63ebe43f9088017cb39ef56976d0e832a06cc5977c39f6c32724cd09971ef4be,B7_PREMIUM,174.9,2026-02-22T00:44:12.018Z,2026-02-16T11:38:03.478Z
255943,a93401f989765c2cf8ae13cb704fc1a35542126fc0522e1950f4994ce4750d30,E10,143.9,2026-03-25T06:20:03.633Z,2026-03-25T06:18:14.395Z
91462,ab2ef55b09721809a95cf3290a6e64508c1b42a8c4123ddeca2720a37487a66c,E10,132.9,2026-03-04T15:26:46.755Z,2026-03-04T15:16:13.433Z
100572,de39e2a2e37d8c69ca0615920377e1a3216a63972154a51ae61f9e68688b125d,B7_PREMIUM,169.9,2026-03-05T13:44:07.343Z,2026-03-05T13:42:38.489Z
121675,01e4d44415b3c23648985afcd9c8e6e642bb9b689e70ba8846632e9baa81f808,B7_STANDARD,143.9,2026-03-08T06:32:07.063Z,2026-03-08T06:28:40.370Z
193914,aadd80e2044fc58828fecf84da5803337a69d3550d587f2ca18c932017cfb689,E5,166.9,2026-03-18T21:04:01.312Z,2026-03-18T21:02:39.000Z
34672,cdea0ea52c343fac8a87b5b7bcab5719641692ec1318b1d71b0883a53f902fbf,B7_STANDARD,136.9,2026-02-22T00:44:10.275Z,2026-02-19T14:13:17.010Z
180122,c9aa1695a016aa511c09299537f3c6536c428a1958eacaa21f2b545f455ecdb5,E5,123.7,2026-03-17T11:12:13.572Z,2026-02-02T13:30:12.102Z
152850,e8d4237c085b416e0623a83d58f034667099600d6a22ee709579504553f0efc8,B7_STANDARD,156.9,2026-03-11T18:02:48.093Z,2026-03-11T17:56:47.372Z
394889,d80c85d34943155b326767c828b5bc7317714d371fc10b4cb258bde904e993fa,E10,155.9,2026-04-16T05:56:03.232Z,2026-04-16T05:55:37.000Z
3522,47cf8eafb077b642dcbb0f60f467577095d3979af535c1fb077bca104ac9fca1,E10,132,2026-02-07T21:40:01.860Z,2026-02-06T13:57:50.000Z
219545,5c80abbcfdde8306738aeb5a0eb0d39be26fba45d756e7461a8ade9e52c469e4,B7_STANDARD,173.9,2026-03-21T11:48:03.511Z,2026-03-21T11:45:05.000Z
308865,2cf4784d6c1e348225874c8f4890caa21564545e20a7518520b8718dac7a1836,E5,177.9,2026-03-31T11:28:04.087Z,2026-03-31T11:25:43.000Z
261466,856183196ecd07990e7907309a0d46320bc77ecfe19bdb68e9b34bc3aba7a81b,B7_PREMIUM,212.9,2026-03-25T13:08:04.196Z,2026-03-25T13:05:19.000Z
78288,113a3765b804bdb7f7398141adf1dcfc86c3a67baaa54636b12a9bea5dd65ee3,B7_PREMIUM,158.9,2026-03-03T11:20:50.942Z,2026-03-03T11:18:55.569Z
48495,62c17177b94277905051ec246e894ec4e06e32ab78e8018807abb973af11b1f0,B7_STANDARD,135.9,2026-02-22T00:44:11.760Z,2026-02-05T14:33:11.298Z
115614,b514216c5d2fff8e7919b73fbba514d0f6034a80b0f38a63da6f8f4c8371d121,B7_STANDARD,149.9,2026-03-06T23:52:08.013Z,2026-03-06T23:51:20.601Z
72948,6feb1ffcf431589077412e70b2ed04ecacb2aa4ce459ae1d539540df32a167af,E10,133.9,2026-03-02T21:48:57.406Z,2026-03-02T21:46:19.451Z
