brand,condition,Case_Size_mm,Country,price,Seller_ID,Is_Worldwide_Shipping,title
Samsung,Open box,44.0,United States,1000.0,Seller_0022,0,Samsung Lot of 4 Smart Watches Blue Silicone Band Silver Aluminum 44mm Android
Apple,Open box,,United States,1000.0,Seller_0023,0,Hermès Single Tour Series 6
Apple,Used,,United States,1000.0,Seller_0024,0,Hermes Apple Watch
Garmin,New,51.0,Germany,833.0,Seller_0025,1,Garmin 010-02778-01 Fenix 7X Pro 3.56 Cm (1.4) Mip 51 Mm Digital 280 X Pixes ~E~-
Apple,Used,44.0,United States,1000.0,Seller_0026,0,Hermes Apple Watch Series 4 44mm
Garmin,Used,,Japan,835.56,Seller_0001,1,Garmin Edge1040 Solar GPS Cycling Computer with Solar Power Mapping Pro
Apple,Used,45.0,United States,995.98,Seller_0027,0,"Apple Watch Series 7 45mm Aluminum Case with Sport Band - Midnight, Regular..."
Apple,Used,,United States,1000.0,Seller_0028,0,iPhones All Different Series Watches Earpods Tablets Some Workings And Not
Garmin,New,,Italy,867.99,Seller_0029,0,Garmin epix Pro Sapphire Edition Smart watch 010-02804-01-
Apple,Used,42.0,United States,1000.0,Seller_0030,0,Apple WatchSeries 10 42mm  Titanium Silver Hermes Edition GPS Cellular Excellent
Apple,New,46.0,United Kingdom,723.85,Seller_0008,0,Apple Watch Series 10 Gps + Cellular 46Mm Natural Titanium Case With Natural Mil
Garmin,New,47.0,United States,999.99,Seller_0031,1,"Garmin Epix Pro (Gen 2), 47 mm Sapphire Titanium w/ White Band (010-02803-20) *"
Garmin,New,43.0,United States,999.99,Seller_0031,1,"Garmin Fenix 8, AMOLED 43mm, Silver with Whitestone Silicone Band (010-02903-00)"
Garmin,New,47.0,United States,999.99,Seller_0032,0,New Garmin Fenix 8 Pro 47mm SmartWatch 010-03198-10
Garmin,New,47.0,United States,999.99,Seller_0033,0,"Garmin fēnix® 8, 47 mm, AMOLED, Slate Gray with Black Silicone Band"
Garmin,New,43.0,United States,999.99,Seller_0033,0,"Garmin fēnix® 8 - 43mm, AMOLED, Premium Multisport GPS Smartwatch, Long-Lasting"
Apple,Used,46.0,United States,999.85,Seller_0034,0,Apple Watch Hermès Series 10 46mm Silver Titanium GPS+LTE
Garmin,Used,,Japan,829.17,Seller_0001,1,GARMIN FENIX 7X SAPPHIRE DUAL POWER Watch GPS 16h Multisport Outdoor Japan
Garmin,Used,,Japan,829.17,Seller_0001,1,GARMIN TACTIX 7 Watch Sapphire Dual Power Tactical GPS Military Grade
Apple,Open box,41.0,United States,999.0,Seller_0035,1,41mm Apple Watch Series 7 Custom 24K Gold Black Leather And Sport Band Free
Apple,Open box,49.0,United States,999.0,Seller_0035,1,Apple Watch ULTRA 49mm Diamond Polished Thick Link Band And Alpine Loop
Apple,New,46.0,United Kingdom,723.85,Seller_0008,0,Apple Watch Series 10 Gps + Cellular 46Mm Slate Titanium Case With Slate Milanes
Apple,New,45.0,United States,999.0,Seller_0035,1,24K Gold Plated 45MM Apple Watch SERIES 7 With Gold Plated Link Band GPS LTE
Apple,New,45.0,United States,999.0,Seller_0035,1,24K Gold Plated 45MM Apple Watch SERIES 8 Diamond Rhinestones Band GPS LTE O2
Apple,New,45.0,United States,999.0,Seller_0035,1,Custom 24K Gold Plated 45MM Apple Watch SERIES 8 White Sport Band Gold Dial
Samsung,Open box,45.0,United States,999.0,Seller_0035,1,CUSTOM 18K Gold Plated 45mm Samsung Galaxy Watch 3 With Black Leather Band
Apple,New,45.0,United States,999.0,Seller_0035,1,Custom 45mm Apple Watch Series 8 Stainless Steel 24K Gold Plated LTE Blood O2
Apple,For parts or not working,,United States,999.99,Seller_0036,0,*PARTS/REPAIR* Lot of 94 Apple Watch Series 3 (PLEASE READ DESCRIPTION)
Apple,New,45.0,United States,999.0,Seller_0035,1,WHITE 24k Gold Plated 45MM Apple Watch SERIES 8 CUSTOM White Sport Band
Apple,Used,45.0,United States,999.0,Seller_0037,0,Apple Watch Hermes Series 9 45mm Silver SS sport band  - AppleCare
Apple,Open box,45.0,United States,999.0,Seller_0035,1,24K Gold Plated 45MM Apple Watch SERIES 7 Stainless Steel Link GPS LTE O2 CUSTOM
Apple,Open box,49.0,United States,999.0,Seller_0035,1,Apple Watch ULTRA 49mm Polished Custom with Diamond Link Band
Samsung,Open box,,United States,999.0,Seller_0038,1,Custom 24k Gold Plated Samsung Galaxy Watch 4 POLISHED Gold Bezel Gray Band 2021
Apple,Open box,45.0,United States,999.0,Seller_0035,1,CUSTOM 24K Gold Plated 45MM Apple Watch SERIES 7 White Loop Band LTE+Blood O2
Apple,Open box,44.0,United States,999.0,Seller_0035,1,44mm Apple Watch Series 6 Custom 24K Gold Plated Black Leather Deployment Buckle
Apple,Open box,44.0,United States,999.0,Seller_0035,1,Custom 24k Gold Plated 44mm Apple Watch Series 6 Stainless Steel LTE+Blood O2
Apple,Open box,45.0,United States,999.0,Seller_0038,1,Custom 24k Gold Plated 45mm Apple Watch Stainless Steel Series 8 Diamond Band
Samsung,New,47.0,United States,999.0,Seller_0035,1,CUSTOM GOLD Samsung Galaxy Watch Ultra Black 47mm 24k Gold Plated Band And Black
Samsung,New,42.0,United States,999.0,Seller_0039,1,24K Gold Plated 42mm Samsung Galaxy Watch4 Gold Link Band Bluetooth LTE Unlocked
Apple,Open box,40.0,United States,999.0,Seller_0035,1,Custom 24K Rose Gold 40MM Apple Watch SERIES 6 Stainless Steel Rose Gold Link Ba
Samsung,Open box,46.0,United States,999.0,Seller_0038,1,Custom 24k Gold Plated 46mm Samsung Galaxy Watch 4 Gold Diamond R And Sport Band
Apple,New,41.0,United States,999.0,Seller_0040,1,24k Gold Plated Apple Watch Series 9 41mm with Oysterflex Deployment Band Read
Apple,Open box,44.0,United States,999.0,Seller_0035,1,24K Rose Gold Plated 44MM Apple Watch SERIES 4 With White Sport Band
Apple,Open box,44.0,United States,999.0,Seller_0035,1,Custom 44mm Apple Watch Series 5 24K Gold Plated Stainless Steel Black Leather B
Apple,Used,49.0,United States,999.0,Seller_0039,1,Apple Watch Ultra 49mm Titanium with White Ocean Band
Apple,Open box,44.0,United States,999.0,Seller_0035,1,CUSTOM 24K Gold Plated 44MM Apple Watch SERIES 5 With White Sport Band GPS+LTE
Apple,Open box,49.0,United States,999.0,Seller_0035,1,Apple Watch ULTRA 49mm Polished Custom with Chains Link Band
Apple,New,45.0,United States,999.0,Seller_0039,1,Custom 24K Gold Plated 45MM Apple Watch SERIES 7 Brown Oysterflex Band
Garmin,Used,51.0,United States,992.99,Seller_0041,0,Garmin Tactix 8 Solar AMOLED Tactical Smartwatch - 51mm - Black
Apple,Open box,40.0,United States,999.0,Seller_0035,1,40mm Apple Watch Series 6 Custom 24K Gold Plated Stainless Steel Black Leather B
Garmin,Used,51.0,Japan,860.76,Seller_0001,1,Garmin fenix7X Sapphire Dual Power Watch 51mm Solar GPS Large Japan Elite
Samsung,New,45.0,United Kingdom,1449.0,Seller_0042,1,Samsung Galaxy Watch3 (45mm) 4G Mystic Black 8GB + 1GB Smartwatch OEM New
Samsung,New,45.0,United Kingdom,1445.0,Seller_0042,1,Samsung Galaxy Watch3 (45mm) 4G Mystic Bronze 8GB + 1GB Smartwatch OEM New
Samsung,New,,United Kingdom,1445.0,Seller_0042,1,Samsung Galaxy Watch 5 Pro 4G Gray Titanium 16GB + 1.5GB Bluetooth OEM NEW
Samsung,New,41.0,United Kingdom,1445.0,Seller_0042,1,Samsung Galaxy Watch 3 (41mm) 4G Mystic Silver 8GB + 1GB Smartwatch OEM NEW
Apple,Open box,,United States,975.0,Seller_0043,0,Hermes Apple Watch
Apple,Open box,,United States,997.0,Seller_0038,1,Gold Plated Apple Watch 24k Gold CUSTOM Stainless Steel Series 7 White Sport Ban
Garmin,Used,,Japan,824.24,Seller_0001,1,Garmin Fenix 7 Pro Solar GPS Smartwatch With Box White Band Titanium Band
Apple,Used,,South Korea,986.99,Seller_0005,1,"Apple Watch Ultra 2 Unused, Opened, with Strap"
Apple,Open box,44.0,United States,979.02,Seller_0035,1,24K Gold Plated 44MM Apple Watch SERIES 4 Gold Links Band CUSTOM Free SB UNIQUE
Apple,Open box,42.0,United States,979.02,Seller_0035,1,24K Gold Plated 42MM Apple WATCH Series 2 Black Band Deploy Buckle
Apple,Used,49.0,United States,480.0,Seller_0044,0,Apple Watch Ultra 2 49mm
Apple,Used,49.0,South Korea,974.67,Seller_0005,1,Apple Watch Ultra 2 49mm LTE + GPS
Apple,Open box,42.0,United States,979.02,Seller_0035,1,24K Rose Plated 42MM Apple Watch SERIES 3 With Black Leather Band CUSTOM
Garmin,New,47.0,Hong Kong,705.41,Seller_0045,1,Garmin Fenix E AMOLED 47mm Slate Gray Steel Black Band Smart Watch By FedEx
Apple,Used,46.0,United Kingdom,699.0,Seller_0046,0,Apple Watch Series 10 46mm Jet Black & Gold Link Bracelet Was £1000 Genuine 2025
Apple,Used,46.0,United Kingdom,698.35,Seller_0047,0,Apple Watch Series 10 GPS + Cellular 46mm Gold Milanese loop and link bracelet
Garmin,Used,,Japan,807.25,Seller_0001,1,GARMIN FENIX 6S SAPPHIRE BLACK DLC Watch GPS NFC LCD MULTI SPORT WATCH
Apple,New,,Italy,834.99,Seller_0029,0,Apple Watch Ultra 2 Titanium Cellular Smart watch MX4F3FD/A-
Apple,For parts or not working,44.0,United States,950.0,Seller_0048,0,lot 90 Apple Watch Series 4 -5-6-44mm- 40mm 16GB- Gray for part
Garmin,New,,Italy,834.99,Seller_0029,0,Garmin Venu X1 Smartwatch Moss Green Smart Watch 010-02980-03-
Samsung,Used,40.0,South Korea,968.39,Seller_0005,1,Samsung Galaxy Watch4 Black 40mm Smartwatch Official
Apple,New,49.0,United States,750.0,Seller_0049,0,"Apple Watch Ultra 2 49mm Titanium Case with Ocean Band - Orange, One Size (GPS +"
Apple,Open box,49.0,United Kingdom,690.0,Seller_0050,0,Apple watch ultra 2 49mm black Ti black TL S/M
Garmin,Used,,Japan,807.25,Seller_0001,1,GARMIN Descent G1 Dual Power Ocean Edition Watch GPS Diving Computer
Apple,Open box,46.0,United States,950.0,Seller_0051,0,Apple Watch Hermes Series 11 46mm Titanium + 2 Bands - Never Used
Apple,New,40.0,United States,950.0,Seller_0052,0,Brand new Hermes Apple Watch 40MM series 5
Garmin,New,,United Kingdom,955.0,Seller_0042,1,Garmin Instinct 2 Solar Tactical Edt Black Bluetooth Smartwatch NEW
Apple,New,,Italy,828.99,Seller_0029,0,Apple Watch Series 10 GPS+ Cellular Smart watch MWYE3QF/A?AT-
Apple,Open box,49.0,United States,959.96,Seller_0053,0,Apple Watch Ultra 49mm (GPS + Cellular) Titanium w M/L Blue/Gray Trail Loop
Garmin,Used,51.0,Japan,796.3,Seller_0001,1,Garmin Epix Pro Gen2 51mm GPS Smartwatch with leather strap including case
Apple,Used,44.0,United States,950.0,Seller_0054,0,RARE Apple Watch Series 5 Edition White Ceramic - 44mm (GPS + LTE)
Garmin,New,,United Kingdom,955.0,Seller_0042,1,Garmin Instinct 2 Solar Surf Edt Green Bluetooth Smartwatch NEW
Garmin,New,,United Kingdom,955.0,Seller_0042,1,Garmin Instinct 2S Solar Surf Edt 32MB White Bluetooth Smartwatch NEW
Garmin,New,47.0,Italy,809.99,Seller_0055,1,Garmin EPIX GEN 2 Silicone Slate Steel Touchscreen 47mm 010-02582-01-
Samsung,New,,United Kingdom,1395.0,Seller_0042,1,Samsung Galaxy Watch 5 Pro 4G Black Titanium 16GB + 1.5GB Bluetooth OEM NEW
Garmin,New,,United Kingdom,955.0,Seller_0042,1,Garmin Instinct 2 Solar Tactical Edt Brown Bluetooth Smartwatch NEW
Apple,New,42.0,United States,899.99,Seller_0056,0,Apple Watch Series 11 Cellular 42mm 46mm Titanium Case Milanese Loop
Samsung,New,46.0,United States,969.0,Seller_0035,1,24K Gold 46MM Samsung Galaxy Watch Gold Link Band Diamond R Band And Bezel
Garmin,Used,47.0,Japan,789.02,Seller_0001,1,Garmin Instinct Crossover AMOLED 47mm GPS Smartwatch Multisport Rugged Outdoor
Apple,Open box,42.0,United States,949.0,Seller_0035,1,24K Gold Plated 42MM Apple Watch Series 2 Gold Link Band Custom Rare
Apple,Open box,44.0,United States,949.0,Seller_0035,1,24K Gold Plated 44MM Apple Watch SERIES 4 Orange Leather Band GPS+LTE CUSTOM
Apple,Open box,44.0,United States,949.0,Seller_0035,1,24K Gold Plated 44MM Apple Watch SERIES 5 With Black Sports Band
Apple,Used,46.0,South Korea,949.56,Seller_0005,1,Apple Watch Series 10 Titanium 46mm with AppleCare till Dec 2026
Garmin,New,,United Kingdom,949.0,Seller_0042,1,Garmin Venu 2S Wifi + Bluetooth Rose Gold & White Smartwatch NEW
Apple,Open box,42.0,United States,949.0,Seller_0057,0,Apple Watch Hermès Series 3 42mm Stainless Steel Case with Fauve Barenia Leather
Samsung,Open box,42.0,United States,949.0,Seller_0038,1,Custom 24k Gold Plated 42mm Samsung Galaxy Watch 4 Gold Diamond Rhinestone Band
Garmin,New,,United Kingdom,949.0,Seller_0042,1,Garmin Venu 2S Wifi + Bluetooth Slate & Graphite Smartwatch NEW
Garmin,New,,United Kingdom,949.0,Seller_0042,1,Garmin Venu 2S Wifi + Bluetooth Light Gold & Light Sand Smartwatch NEW
Apple,Open box,44.0,United States,949.0,Seller_0035,1,24K Rose Gold Plated 44MM Apple Watch SERIES 4 With Rose Gold Diamond Rhinestone
Apple,Open box,44.0,United States,949.0,Seller_0035,1,44mm Apple Watch Series 4 Stainless Steel Custom 24K Gold Plated Black Leather B
Samsung,New,47.0,United States,949.0,Seller_0035,1,CUSTOM GOLD Anodized Samsung Galaxy Watch Ultra 47mm Black / Black Band LTE
Garmin,New,,Poland,801.75,Seller_0058,1,753759342777 Garmin Bundle VENU SQ2 MUSIC Black/Slate Gray Smartwatch + JABR-
Garmin,New,,Germany,769.0,Seller_0025,1,010-02777-01 Garmin f?nix 7 Pro Solar Edition 3 3 cm (1.3) MIP Touchscreen 3 ~D~-
Samsung,New,47.0,United Kingdom,699.0,Seller_0059,0,"Samsung Galaxy Watch Ultra 4G | Titanium Grey 47mm Case & Orange Strap - 1.5"""
Garmin,New,,United States,938.38,Seller_0033,0,"Garmin Forerunner 970, Whitestone/Amp Yellow​​ , Air Pro Truly Wireless EarBuds"
Garmin,New,,Italy,816.99,Seller_0029,0,Garmin Forerunner 970 Titanium Smart watch 010-02969-11-
Garmin,Used,,Japan,780.38,Seller_0001,1,Garmin Edge 1040 Cycle Computer Large Display Solar Charging Navigation
Samsung,New,47.0,United Kingdom,699.0,Seller_0059,0,"Samsung Galaxy Watch Ultra 4G | Titanium Silver 47mm Case & Grey Strap - 1.5"""
Apple,New,,Belgium,800.0,Seller_0060,1,Apple Watch Ultra 2-
Apple,New,,Italy,803.99,Seller_0029,0,Apple Watch Series 11 GPS+ Cellular Jet Black Aluminiu Smart watch MFC24ZR/A-
Apple,Open box,49.0,Germany,739.0,Seller_0061,1,🌟EXCELLENT🌟 Apple Watch Ultra 3 — 49mm Titanium Black GPS + Cellular ✅Lightning Shipping✅-
Garmin,Used,,South Korea,935.74,Seller_0005,1,Garmin Forerunner 965 Smartwatch Used (Produced Jan 2026) Official
Garmin,New,,United States,938.38,Seller_0033,0,"Garmin Forerunner 970, Whitestone/Amp Yellow​​ , Air Pro Truly Wireless EarBuds"
Garmin,New,,Italy,816.99,Seller_0029,0,Garmin Enduro 2 Solar Black Smart Watch 010-02754-01-
Apple,New,,Italy,803.99,Seller_0029,0,Apple Watch Series 11 GPS+ Cellular Rose Gold Aluminiu Smart watch MFCG4ZR/A-
Garmin,Used,51.0,United States,929.99,Seller_0062,0,Garmin fenix 8 51mm Smart Watch A04808
Garmin,New,47.0,United Kingdom,669.95,Seller_0063,0,Garmin Fenix 8 AMOLED Premium Multisport GPS Smart watch 47mm Slate Gray
Apple,New,,Italy,803.99,Seller_0029,0,Apple Watch Series 11 GPS+ Cellular Silver Aluminum C Smart Watch MFCP4ZR/A-
Apple,New,46.0,United Kingdom,669.45,Seller_0008,0,Apple Watch Series 10 Gps + Cellular 46Mm Gold Titanium Case With Starlight Spor
Apple,Used,44.0,Japan,766.0,Seller_0064,0,Apple Watch Hermes Series 5 44mm with Rare Orange Sport Band Leather Strap Japan
Apple,New,,Netherlands,800.0,Seller_0065,1,apple watch ultra 3
Garmin,Used,47.0,Japan,765.32,Seller_0001,1,Garmin Epix Pro Gen 2 47mm AMOLED GPS Multisport Smartwatch
Garmin,New,,United States,917.99,Seller_0033,0,"Garmin Enduro 3 Solar, Sapphire, Ultraperformance GPS Smartwatch Bundle"
Garmin,Used,47.0,Japan,767.22,Seller_0001,1,Garmin Epix Sapphire Titanium 47mm AMOLED GPS Multisport Smartwatch Plus
Garmin,Used,,Japan,765.32,Seller_0001,1,Garmin tactix 7 Pro Tactical GPS Watch MIP Multisport Rugged
Apple,New,40.0,United States,920.0,Seller_0066,0,apple watch hermes series 6 40mm
Apple,Used,46.0,South Korea,911.88,Seller_0005,1,Apple Watch Titanium 46mm sss Grade - Used
Garmin,Used,47.0,United States,912.99,Seller_0067,0,Garmin fenix 8 AMOLED Sapphire 47mm Smartwatch ELITE Fitness (Black/Pebble Gray)
Garmin,Used,51.0,Japan,785.51,Seller_0004,1,Garmin Epix Pro Gen 2 51mm Smartwatch Ti Carbon Gray DLC Black Used
Garmin,New,51.0,Poland,777.34,Seller_0058,1,"753759317836 Garmin fēnix 7X Pro 3.56 cm (1.4"") MIP 51 mm Digital 280 x 280-"
Samsung,New,47.0,United Kingdom,690.0,Seller_0042,1,Samsung Galaxy Watch Ultra 47mm 4G LTE + Bluetooth Dark Grey 32GB + 2GB NEW
Apple,Used,41.0,United States,899.0,Seller_0068,0,Apple Watch Hermes Series 8 41mm Double Tour And Orange Sports Bands
Samsung,New,47.0,United Kingdom,690.0,Seller_0042,1,Samsung Galaxy Watch Ultra 47mm 4G LTE + Bluetooth White Sand 32GB + 2GB NEW
Apple,Used,,South Korea,910.61,Seller_0005,1,Apple Watch Ultra 2 Cellular 100% Original Smartwatch
Samsung,New,47.0,United Kingdom,690.0,Seller_0042,1,Samsung Galaxy Watch Ultra 47mm 4G LTE + Bluetooth Orange 32GB + 2GB NEW
Apple,Used,49.0,United States,900.0,Seller_0069,0,Apple Watch Ultra 2 49mm Titanium two bands  w/Blood Oxygen Sensor
Apple,Used,46.0,South Korea,910.62,Seller_0005,1,Apple Watch Series 10 46mm Titanium Natural w/ AppleCare Official
Samsung,New,47.0,United Kingdom,1325.96,Seller_0042,1,Samsung Galaxy Watch Ultra 47mm 4G LTE + Bluetooth Orange 32GB + 2GB NEW
Samsung,New,47.0,United Kingdom,1325.96,Seller_0042,1,Samsung Galaxy Watch Ultra 47mm 4G LTE + Bluetooth White Sand 32GB + 2GB NEW
Garmin,Open box,47.0,United States,900.0,Seller_0070,0,Garmin Fenix 8 Solar Sapphire Multisport GPS Watch 47 mm Black Silicone Band
Apple,Open box,,United States,900.0,Seller_0071,0,Hermes Apple  Watch Series 7
Garmin,Used,,South Korea,905.61,Seller_0005,1,"Garmin 1040 Solar GPS Watch for Sale, Pre-Owned Condition"
Apple,Used,46.0,South Korea,905.6,Seller_0005,1,Apple Watch 10 46mm Natural Milane Loop - Apple Certified Official
Apple,Open box,46.0,United States,900.0,Seller_0072,0,"Apple Watch Series 11 GPS + Cellular, 46mm Gold Titanium Case, Never Used"
Samsung,New,,United States,900.0,Seller_0073,0,Samsung Watch Series 2
Garmin,Used,,South Korea,905.85,Seller_0005,1,Garmin Enduro 2 Smartwatch Full Set with Accessories
Garmin,New,47.0,Hong Kong,650.75,Seller_0045,1,"Garmin Fenix E - 47mm, AMOLED Black GPS Smart Watch By FedEx"
Apple,New,49.0,United States,904.0,Seller_0074,1,Apple Watch Ultra 2 GPS + Cellular 49mm Smartwatch Titanium Case Sport Fitness
Garmin,New,,United Kingdom,1319.0,Seller_0042,1,Garmin Venu 2S Wifi + Bluetooth Slate & Graphite Smartwatch NEW
Garmin,New,,United Kingdom,1319.0,Seller_0042,1,Garmin Venu 2S Wifi + Bluetooth Mist Grey & Silver Smartwatch NEW
Garmin,New,,United Kingdom,1319.0,Seller_0042,1,Garmin Venu 2 Wifi + Bluetooth Silver & Blue Smartwatch NEW
Garmin,New,,United Kingdom,1319.0,Seller_0042,1,Garmin Venu 2S Wifi + Bluetooth Light Gold & Light Sand Smartwatch NEW
Samsung,New,47.0,United Kingdom,1319.0,Seller_0042,1,Samsung Galaxy Watch Ultra (2025) 47mm 4G + Bluetooth Blue 64GB + 2GB NEW
Samsung,New,47.0,United Kingdom,1319.0,Seller_0042,1,Samsung Galaxy Watch Ultra (2025) 47mm 4G + Bluetooth Dark Grey 64GB + 2GB NEW
Garmin,Used,42.0,Japan,785.95,Seller_0004,1,"Garmin Forerunner 570 GPS Watch 42mm Running, Raspberry/Mango, Used"
Samsung,New,47.0,United Kingdom,1319.0,Seller_0042,1,Samsung Galaxy Watch Ultra (2025) 47mm 4G + Bluetooth Orange 64GB + 2GB NEW
Apple,New,49.0,United States,920.0,Seller_0075,0,Apple Watch Ultra 3 (GPS + LTE) 49MM Black Titanium Case Black Milanese Loop
Apple,Used,41.0,United States,900.0,Seller_0076,0,Apple Watch Series 7 Hermes 41mm Stainless Steel GPS plus box and belt
Apple,Used,40.0,United States,900.0,Seller_0077,0,Series 8 Case & Band Apple Watch Hermès Single Tour 40mm 41mm Stainless Blue
Apple,Excellent - Refurbished,49.0,United Kingdom,650.0,Seller_0078,0,Apple Watch Ultra 3 49mm Black Titanium Gps Cellular Excellent Condition Boxed
Apple,New,49.0,United States,900.0,Seller_0079,0,Apple Watch Ultra 2 (GPS + LTE) 49MM  Black Titanium Case Black Milanese Loop
Garmin,New,,United States,899.99,Seller_0031,1,Garmin Fenix 7X Pro – Solar Edition (No Wi-Fi) (010-02778-02) *
Garmin,New,51.0,United States,899.99,Seller_0033,0,"Garmin Enduro™ 3 - 51 mm, Solar, Sapphire, Ultraperformance GPS Smartwatch,"
Garmin,New,,United States,899.95,Seller_0033,0,Garmin Fenix 7X Pro Solar Sapphire Edition Carbon Gray DLC Titanium & Black Band
Garmin,New,,United States,899.95,Seller_0033,0,Garmin Fenix 7X Pro Solar Sapphire Edition Carbon Gray DLC Titanium & Black Band
Apple,New,49.0,Japan,899.88,Seller_0080,0,Apple Watch Ultra 2 49mm Natural Titanium GPS + Cellular MX4E3J/A - Japan New
Apple,New,42.0,United States,900.0,Seller_0081,0,Apple Watch Series 3 42mm Sp Black Stainless Steel+Milanese GPS+Cell New Sealed
Apple,Used,49.0,United States,899.0,Seller_0039,1,Apple Watch Ultra Titanium Polished 49mm Custom Body only NO BANDS
Apple,Open box,41.0,United States,899.0,Seller_0035,1,41mm Apple Watch Series 7 Custom 24K Gold Plated Stainless Steel Black Leather B
Samsung,Open box,42.0,United States,899.0,Seller_0035,1,Custom 24k Gold Plated 42mm Samsung Galaxy Watch 4 POLISHED Gold Bezel Gray Band
Apple,Open box,44.0,United States,899.0,Seller_0035,1,24K Gold Plated 44MM Apple Watch SERIES 6 Stainless Steel Red Band GPS LTE O2
Samsung,Open box,45.0,United States,899.0,Seller_0035,1,CUSTOM 24K Gold Plated 45mm Samsung Galaxy Watch 3 With Black Leather Band
Apple,Open box,44.0,United States,899.0,Seller_0035,1,24K Gold Plated 44MM Apple Watch SERIES 4 With Black Sports Band
Apple,Used,46.0,South Korea,905.6,Seller_0005,1,"Apple Watch Series 10 46mm Slate Titanium Cellular, Used"
